ACTG,Acacia Research Corporation,20110711,UPDATE 1-Acacia Research unit acquires 3G  4G patent rights , July 11 Acacia Research Corp   which acquires and licenses patent rights to various technologies  said its unit has acquired rights to certain patents for 3G and 4G wireless technology.,topStory
BA,Boeing Company (The),20110711,Precision to expand content on key jet programs with buy , * Analysts estimate profit benefit from major acquisition,normal
BA,Boeing Company (The),20110711,Brazil's Gol's may up Boeing orders on Webjet deal , SAO PAULO  July 11 Gol Linhas Aereas   Brazil's second-biggest airline  is considering increasing orders for Boeing Co  aircraft after its purchase of rival carrier Webjet  Chief Executive Constantino de Oliveira Junior said at a conference call on Monday.  (Reporting by Guillermo Parra-Bernal  editing by Gerald E. McCormick),normal
BA,Boeing Company (The),20110711,Atlantis docks at space station on last mission ,CAPE CANAVERAL  Florida Space shuttle Atlantis arrived at the International Space Station on Sunday to deliver a last batch of supplies to the orbiting outpost on the final flight of the U.S. shuttle program. | Video ,normal
BA,Boeing Company (The),20110711,Airbus  Boeing compete over American Airlines order: report ,BANGALORE European aircraft builder Airbus  aims to win a large plane order from AMR Corp's  American Airlines by offering $6 billion in preferential financing to woo the American carrier away from rival Boeing   according to the Wall Street Journal.,normal
BA,Boeing Company (The),20110711,PRESS DIGEST - Wall Street Journal - July 11 , July 11 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
BA,Boeing Company (The),20110711,BRIEF-Thai Air plans 5 bln baht debt refinance , BANGKOK  July 11 Thai Airways International Pcl  :,normal
BA,Boeing Company (The),20110711,Airbus  Boeing compete over AA plane order: report ,BANGALORE European aircraft builder Airbus  aims to win a large plane order from AMR Corp's  American Airlines by offering $6 billion in preferential financing to woo the American carrier away from rival Boeing   according to the Wall Street Journal.,normal
BA,Boeing Company (The),20110711,Airbus  Boeing compete over American Airlines plane order-WSJ , BANGALORE  July 11 European aircraft builder Airbus aims to win a large plane order from AMR Corp's  American Airlines by offering $6 billion in preferential financing to woo the American carrier away from rival Boeing    according to the Wall Street Journal.,normal
BAH,Booz Allen Hamilton Holding Corporation,20110711,Government contactor Booz Allen hit by hack ,WASHINGTON Hackers said on Monday they broke into the computer systems of major government contractor Booz Allen Hamilton's.,topStory
BAH,Booz Allen Hamilton Holding Corporation,20110711,Government contactor Booz Allen hit by hack , WASHINGTON  July 11 Hackers said on Monday they broke into the computer systems of major government contractor Booz Allen Hamilton's .,normal
BSX,Boston Scientific Corporation,20110711,Doctors overuse heart treatment  despite guidelines ,NEW YORK (Reuters Health) - The controversial use of stents days after a heart attack has continued unabated in the United States  even after a landmark study and new guidelines said the pricey therapy does not help patients.,topStory
BSX,Boston Scientific Corporation,20110711,Doctors overuse heart treatment  despite guidelines , NEW YORK  July 11 (Reuters Health) - The controversial use of stents days after a heart attack has continued unabated in the United States  even after a landmark study and new guidelines said the pricey therapy does not help patients.,normal
BP,BP plc,20110711,BP accused of trying to disengage from oil spill ,PENSACOLA  Florida Authorities will keep up pressure on BP Plc to ensure it fully compensates victims of last year's Gulf of Mexico oil spill  Florida Republican Senator Marco Rubio said on Monday after the company indicated it wants to limit future claims.,topStory
BP,BP plc,20110711,BP accused of trying to disengage from oil spill , * Florida Senator says BP seeks to get out of obligations,normal
BP,BP plc,20110711,U.S. cash crudes-Thunder Horse keeps edge , HOUSTON  July 11 Thunder Horse light sour kept its edge over higher quality grades Monday as most U.S. cash crude differentials finished a bit weaker Monday.,normal
BP,BP plc,20110711,BP halts output at Azeri Chirag field for 2 weeks , BAKU  July 11 Output at the Chirag oil field  part of Azerbaijan's Azeri-Chirag-Guneshli (ACG) project  has been halted for two weeks for maintenance  shutting in output of 80 000-85 000 barrels per day  operator BP said on Monday.,normal
BAM,Brookfield Asset Management Inc,20110711,TMX Group launches alternative trading platform , TORONTO  July 11 The operator of the Toronto Stock Exchange launched its TMX Select system on Monday  which is its answer to increasing competition from alternative trading systems (ATS) in Canada.,topStory
CPB,Campbell Soup Company,20110711,PRESS DIGEST - Wall Street Journal - July 11 , July 11 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
CNQ,Canadian Natural Resources Limited,20110711,CANADA STOCKS-TSX dives to 1-week low on euro zone worries ,   * TSX tumbles 191.95 points  or 1.44 percent  to 13 179.75,topStory
CNQ,Canadian Natural Resources Limited,20110711,CANADA STOCKS-TSX dives to 1-week low on euro zone woes ,   * TSX tumbles 191.95 points  or 1.44 percent  to 13 179.75,normal
CNQ,Canadian Natural Resources Limited,20110711,CANADA STOCKS-TSX slumps 1 pct on euro zone contagion fears , TORONTO  July 11 Toronto's main stock index fell more than 1 percent on Monday morning in a broad-based retreat led by energy issues  battered by fears the euro zone debt crisis could widen and by weaker oil prices.,normal
CF,CF Industries Holdings Inc,20110711,Judge's ruling extends Mosaic's Florida mine woes ,NEW YORK A federal judge has extended an order keeping Mosaic Co  from expanding a Florida phosphate mine  dealing yet another blow to the fertilizer producer and pushing its stock down 5.2 percent.,topStory
CF,CF Industries Holdings Inc,20110711,UPDATE 3-Judge's ruling extends Mosaic's Florida mine woes , * Shares down 5.2 percent in morning trading  (Adds mine tour  CF Industries; updates share price),normal
CHK,Chesapeake Energy Corporation,20110711,UPDATE 2-Chesapeake to invest in natural gas fuels market , * Chesapeake shares edge up post-market  (Adds analyst comment),topStory
CHK,Chesapeake Energy Corporation,20110711,Chesapeake to invest in natural gas fuels market , HOUSTON  July 11 Chesapeake Energy Corp  plans to spend as much as $1 billion over the next decade investing in companies and technologies to replace gasoline and diesel with fuels derived from abundant natural gas.,normal
CVX,Chevron Corporation,20110711,Chevron expects higher Q2 profit on oil price rise ,SAN FRANCISCO Chevron Corp  expects second-quarter earnings to improve over the previous quarter because of higher oil prices and better profit margins at its refineries.,topStory
CVX,Chevron Corporation,20110711,UPDATE 2-Chevron expects higher Q2 profit on oil price rise , * Refinery margins rise in Q2  off June peaks  (Adds oil price averages  refinery margins  share price),normal
CVX,Chevron Corporation,20110711,BP halts output at Azeri Chirag field for 2 weeks , BAKU  July 11 Output at the Chirag oil field  part of Azerbaijan's Azeri-Chirag-Guneshli (ACG) project  has been halted for two weeks for maintenance  shutting in output of 80 000-85 000 barrels per day  operator BP said on Monday.,normal
CEA,China Eastern Airlines Corporation Ltd,20110711,China to invest over $232 bln in aviation -paper , BEIJING  July 11 China will invest over 1.5 trillion yuan ($232 billion) in the aviation industry in the next five years and will push consolidation among airlines to hone their international competitiveness  the official Shanghai Securities News reported on Monday.,topStory
SNP,China Petroleum & Chemical Corporation,20110711,Analysis:China crude imports to recover in July on steady demand ,BEIJING China's crude imports will recover in July from a downward blip as refiners crank up production to meet rising demand after a heavy maintenance program led to the first decline in shipments at the world's second-largest oil consumer in six months in June.,topStory
ZNH,China Southern Airlines Company Limited,20110711,China to invest over $232 bln in aviation -paper , BEIJING  July 11 China will invest over 1.5 trillion yuan ($232 billion) in the aviation industry in the next five years and will push consolidation among airlines to hone their international competitiveness  the official Shanghai Securities News reported on Monday.,topStory
CI,Cigna Corporation,20110711,US gives states flexibility in insurance exchanges , WASHINGTON  July 11 The Obama administration on Monday revealed a proposed framework for health insurance exchanges that gives states great flexibility in how they can set up these open marketplaces designed to increase competition.,topStory
CI,Cigna Corporation,20110711,US gives states flexibility in insurance exchanges , WASHINGTON  July 11 The Obama administration on Monday revealed a proposed framework for health insurance exchanges that gives states great flexibility in how they can set up these open marketplaces designed to increase competition.,normal
C,Citigroup Inc,20110711,PRESS DIGEST - New York Times business news - July 11 , July 11 The following were the top stories in The New York Times business pages on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
CEO,CNOOC Limited,20110711,UPDATE 2-China CNOOC refinery shuts aromatics unit after fire -sources , * Fire put out  "other facilities" reduce opeations -company,topStory
CEO,CNOOC Limited,20110711,China CNOOC refinery shuts aromatics unit after fire -source , BEIJING  July 11 China National Offshore Oil Company's Huizhou refinery has shut its 800 000 tonne-per-year aromatics unit after a fire broke out early Monday morning  an industry source said.,normal
KOF,Coca Cola Femsa SAB de CV,20110711,DIARY - Mexico and Central America - to July 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- JUL12 0800/1400  industrial prod (m/m)      May           -0.1 pct JUL12 0800/1400  gross fixed invest (m/m)   Apr           -0.6 pct,topStory
KO,Coca-Cola Company (The),20110711,Nestle buys 60 percent of Chinese candymaker for $1.7 billion ,SINGAPORE/ZURICH (Reuters)- Nestle   the world's largest food company  is paying a hefty $1.7 billion for a 60 percent stake in candymaker Hsu Fu Chi International  to move deeper into fast-growing markets in China.,topStory
KO,Coca-Cola Company (The),20110711,UPDATE 6-Nestle buys 60 pct of Chinese candymaker for $1.7 bln , * To pay S$4.35 per share  8.7 pct premium to July 1 close,normal
KO,Coca-Cola Company (The),20110711,Bondholders take backseat to shareholders ,NEW YORK  July 8 (IFR) - The increase in shareholder-friendly activity among investment-grade bond issuers has bondholders concerned that their interest might not be at heart in the boardrooms of their portfolio companies.,normal
CBD,Companhia Brasileira de Distribuicao,20110711,Brazil backs away from Pao de Acucar deal ,SAO PAULO Brazil's government will withdraw its financial and political support for a controversial tie-up between retailer Pao de Acucar and the local unit of France's Carrefour  a government official said on Monday  dealing the plan a severe blow.,topStory
CBD,Companhia Brasileira de Distribuicao,20110711,UPDATE 2-Brazil backs away from Pao de Acucar deal , * Carrefour  Pao de Acucar proposal draws Casino protests,normal
CBD,Companhia Brasileira de Distribuicao,20110711,Brazil govt cooling to Pao de Acucar deal-source , SAO PAULO  July 11 Brazil's government will withdraw its support for a controversial tie-up between Pao de Acucar and the local unit of Carrefour  as currently structured  a government source said on Monday  dealing the plan a major blow.,normal
COP,ConocoPhillips,20110711,UPDATE 3-US oil reserve bids were double amount offered , * U.S. sold all 30.6 mln barrels of oil initially awarded,topStory
COP,ConocoPhillips,20110711,FACTBOX-Bidders on U.S. oil reserves , July 11 Fifteen energy trading companies received contracts for crude oil from U.S. emergency stockpiles  the Department of Energy said on Monday.,normal
DNR,Denbury Resources Inc,20110711,Vanguard Natural offers $545 million for rest of Encore ,BANGALORE Oil and natural gas producer Vanguard Natural Resources  said it will buy the rest of Encore Energy Partners LP  it does not already own for about $544.8 million  gaining full access to Encore's oil-heavy reserves amid rising crude prices.,topStory
DNR,Denbury Resources Inc,20110711,UPDATE 3-Vanguard Natural offers $545 mln for rest of Encore Energy , * Deal values Encore at $1 bln  lower than initial proposal   (Adds details on cos' assets  terms of deal  analyst comments; updates shares),normal
DNR,Denbury Resources Inc,20110711,Vanguard Natural to buy Encore Energy for $545 million ,Bangalore Oil and natural gas producer Vanguard Natural Resources  said it will buy the rest of Encore Energy Partners LP  it does not already own for about $544.8 million  gaining full access to Encore's oil-heavy reserves amid rising crude prices.,normal
DB,Deutsche Bank AG,20110711,Deutsche Bank seeks to end U.S. mortgage fraud case ,NEW YORK Deutsche Bank AG  asked a Manhattan judge to dismiss a government lawsuit accusing it of fraud for repeatedly lying about the quality of mortgages it handled under a federal program.,topStory
DB,Deutsche Bank AG,20110711,UPDATE 1-Deutsche Bank seeks to end US mortgage fraud case , * US accused German bank of lying about mortgage quality,normal
DB,Deutsche Bank AG,20110711,MOVES-RBS Capital Markets  Barclays Capital  HSBC Holdings , July 11 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
DB,Deutsche Bank AG,20110711,UPDATE 2-Deutsche Bank co-CEO plan seen paving way for Jain , * Investors seek clear lines of accountability -analysts,normal
DB,Deutsche Bank AG,20110711,AIG may replace banks in next share offer ,PHILADELPHIA American International Group plans to replace one or more Wall Street banks in its next sale of shares from the U.S. government  The Wall Street Journal reported on Sunday.,normal
DB,Deutsche Bank AG,20110711,ADR Report-European bank shares fall as contagion fears mount , NEW YORK  July 11 European bank shares trading in the United States fell sharply on Monday after heightened concerns that Italy would be the next country hit by the European debt crisis prompted an emergency meeting of top European officials.,normal
DB,Deutsche Bank AG,20110711,ICAP taps Deutsche Bank for new COO , LONDON  Jul 11 Broker ICAP has recruited a top fixed income banker from Deutsche Bank  as its new chief operating officer (COO)  replacing the broker's long-serving COO Mark Yallop.,normal
DB,Deutsche Bank AG,20110711,REFILE-Deutsche Bank co-CEO plan seen as stepping stone for Jain , FRANKFURT  July 11 Moves by Deutsche Bank  to endorse investment banking head Anshu Jain as co-chief executive should pave the way for him to eventually emerge sole boss of Germany's biggest bank  analysts and investors said.,normal
DB,Deutsche Bank AG,20110711,PRESS DIGEST - New York Times business news - July 11 , July 11 The following were the top stories in The New York Times business pages on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
DB,Deutsche Bank AG,20110711,PRESS DIGEST - Financial Times - July 11 , European leaders are prepared to accept Athens should default on some of its bonds as part of a new bail out plan for Greece. http://www.ft.com/cms/s/0/5ffeabf0-ab09-11e0-b4d8-00144feabdc0.html#axzz1RjvKwfmm,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110711,Brazil's Embraer delivers 48 jets in 2nd quarter , * Brazil's Embraer says delivered 25 commercial jets in Q2,topStory
ETE,Energy Transfer Equity LP,20110711,Southern Union talked with other suitors - WSJ , PHILADELPHIA  July 10 Texas pipeline company Southern Union Co   which is the subject of a takeover bidding war  held talks with at least nine potential suitors beginning in 2008  The Wall Street Journal reported on Sunday.,topStory
ETR,Entergy Corporation,20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,topStory
EXC,Exelon Corporation,20110711,UPDATE 1-Storms trigger near-record Chicago power outages , CHICAGO  July 11 A powerful front of thunderstorms packing winds as strong as 75 miles per hour raked Chicago during the morning commute on Monday  knocking out power to a near-record 817 000 customers.,topStory
EXC,Exelon Corporation,20110711,Storms trigger record Chicago power outages , CHICAGO  July 11 A powerful front of thunderstorms packing winds as strong as 75 miles per hour raked Chicago during the morning commute on Monday  knocking out power to a record number of more than 700 000 customers.,normal
EXC,Exelon Corporation,20110711,Analysis:After Japan  slow change seen for U.S. nuclear industry ,WASHINGTON/HOUSTON The U.S. nuclear industry this week gets its first peek at a roadmap for new regulations that ultimately could cost it billions in the wake of Japan's Fukushima Daiichi disaster.,normal
XOM,Exxon Mobil Corporation,20110711,UPDATE 2-Chesapeake to invest in natural gas fuels market , * Chesapeake shares edge up post-market  (Adds analyst comment),topStory
XOM,Exxon Mobil Corporation,20110711,Exxon: Joliet refinery not affected by power outage , NEW YORK  July 11 Exxon Mobil  said on Monday operations at its 238 600 barrels-per-day refinery in Joliet  Illinois were not affected by the power outages that hit the Chicago area.,normal
XOM,Exxon Mobil Corporation,20110711,Analysis: Study warns of leak risks of Canada-U.S. oil pipe ,WASHINGTON TransCanada Corp  a company that hopes to build a $7 billion pipeline to take crude from Canada's oil sands to Texas  has underestimated the number and volume of leaks that could occur on the duct and hurt water supplies  an analysis released on Monday said.,normal
XOM,Exxon Mobil Corporation,20110711,Chesapeake to invest in natural gas fuels market , HOUSTON  July 11 Chesapeake Energy Corp  plans to spend as much as $1 billion over the next decade investing in companies and technologies to replace gasoline and diesel with fuels derived from abundant natural gas.,normal
XOM,Exxon Mobil Corporation,20110711,Study warns of leak risks of Canada-U.S. oil pipe , * Assessment needed before US decision on pipe-professor,normal
XOM,Exxon Mobil Corporation,20110711,Exxon says Baytown  Texas HCU back in production , HOUSTON  July 11 Exxon Mobil Corp's     560 640-barrels-per-day Baytown  Texas refinery has returned hydrocracking unit No. 1 to production  a company spokeswoman said on Monday.,normal
XOM,Exxon Mobil Corporation,20110711,BP halts output at Azeri Chirag field for 2 weeks , BAKU  July 11 Output at the Chirag oil field  part of Azerbaijan's Azeri-Chirag-Guneshli (ACG) project  has been halted for two weeks for maintenance  shutting in output of 80 000-85 000 barrels per day  operator BP said on Monday.,normal
XOM,Exxon Mobil Corporation,20110711,Government asks Exxon to retool Yellowstone spill plan , BILLINGS  Mont  July 10 Federal regulators said on Sunday they want Exxon Mobil  to retool its preliminary plan to clean up oil spilled into the Yellowstone River in Montana from a ruptured pipe at the start of July.,normal
F,Ford Motor Company,20110711,Mercedes-Benz tops study of U.S. auto dealers ,DETROIT Mercedes-Benz dealerships were tops for the third straight year in an independent study issued on Monday of U.S. auto dealers that uses secret shoppers to determine how customers are treated.,topStory
F,Ford Motor Company,20110711,Mercedes-Benz tops study of U.S. auto dealers , DETROIT  July 11 Mercedes-Benz dealerships were tops for the third straight year in an independent study issued on Monday of U.S. auto dealers that uses secret shoppers to determine how customers are treated.,normal
F,Ford Motor Company,20110711,UPDATE 3-India car sales slowest in 2 yrs  more speed bumps seen , * Passenger car sales forecast for FY12 slashed to 10-12 pct - industry body,normal
F,Ford Motor Company,20110711,TABLE-China June car sales up 6.2 pct y/y , BEIJING  July 11 China car sales in June rose 6.2 percent from a year earlier  reversing a decline in May  helped partly by improved availability of Japanese cars as automakers such as Toyota Motor Corp gradually recovered lost output.,normal
F,Ford Motor Company,20110711,PRESS DIGEST - Hong Kong - July 11 , HONG KONG  July 11 These are some of the leading stories in Hong Kong newspapers on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
BEN,Franklin Resources Inc,20110711,UPDATE 1-Asset managers under pressure  study finds , * High profit margins reduce merger pressures  (Adds comment from industry expert  details  recasts first sentence),topStory
BEN,Franklin Resources Inc,20110711,Asset managers to face rising competition: study ,BOSTON Investors' increasingly aggressive hunt for the best returns will force the global asset management industry to up the ante and become more competitive  according to research released on Monday.,normal
BEN,Franklin Resources Inc,20110711,Asset managers to face rising competition -study , BOSTON  July 11 Investors' increasingly aggressive hunt for the best returns will force the global asset management industry to up the ante and become more competitive  according to research released on Monday.,normal
FCX,Freeport-McMoran Inc,20110711,Wall Street records worst day in a month  VIX jumps ,NEW YORK Stocks suffered their worst day in nearly a month on Monday as concern about the stalemate in U.S. budget talks and growing debt problems in the euro zone prompted investors to hedge against further losses. | Video ,topStory
FCX,Freeport-McMoran Inc,20110711,US STOCKS-Wall St records worst day in a month  VIX jumps , * Dow off 1.2 pct  S&P down 1.8 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates with volume  advancers and decliners),normal
FCX,Freeport-McMoran Inc,20110711,US STOCKS-Wall St posts worst day in a month  VIX jumps , * Dow off 1.2 pct  S&P down 1.8 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
FCX,Freeport-McMoran Inc,20110711,US STOCKS-Wall St on track for worst day in a month , * Dow off 1.4 pct  S&P down 1.9 pct  Nasdaq off 2.2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates to late afternoon trading; changes byline),normal
FCX,Freeport-McMoran Inc,20110711,REFILE-US STOCKS-Wall St drops over 1 pct on global debt worries , (Fixes typo in paragraph 5 to read "BNY ConvergEx Group"),normal
FCX,Freeport-McMoran Inc,20110711,UPDATE 3-Freeport Indonesia workers to end copper mine strike , * Freeport says workers to return to giant Grasberg mine on July 12,normal
FCX,Freeport-McMoran Inc,20110711,METALS-Copper falls on Italy debt worries; supply in focus , * Strike at Indonesia Freeport-McMoRan Copper & Gold to end,normal
FCX,Freeport-McMoran Inc,20110711,US STOCKS-Wall Street drops more than 1 pct on global debt fears , * Indexes off: Dow 1.2 pct  S&P 1.7 pct  Nasdaq 1.9 pct,normal
FCX,Freeport-McMoran Inc,20110711,METALS-Copper falls on Italy debt worries; supply in focus , * Strike at Indonesia Freeport-McMoRan Copper & Gold to enter week 2,normal
FCX,Freeport-McMoran Inc,20110711,Freeport Indonesia workers agree to end copper mine strike , TIMIKA  Indonesia  July 11 Workers will end a week-long strike at Freeport Indonesia's Grasberg mine  one of the world's top suppliers of copper and gold  after a deal between the firm and union leaders on Monday  according to a document on the talks seen by Reuters.,normal
GEK,General Electric Capital Corporation,20110711,Business leader sees Obama submitting trade pacts soon ,WASHINGTON A top U.S. business leader said on Monday he expected President Barack Obama to formally submit free trade pacts with South Korea  Colombia and Panama to Congress in coming days and urged their quick approval.,topStory
GEK,General Electric Capital Corporation,20110711,UPDATE 1-Business leader sees Obama submitting trade pacts soon , * Obama expected to submit Korea deal with TAA included,normal
GE,General Electric Company,20110711,Business leader sees Obama submitting trade pacts soon ,WASHINGTON A top U.S. business leader said on Monday he expected President Barack Obama to formally submit free trade pacts with South Korea  Colombia and Panama to Congress in coming days and urged their quick approval.,topStory
GE,General Electric Company,20110711,UPDATE 1-Business leader sees Obama submitting trade pacts soon , * Obama expected to submit Korea deal with TAA included,normal
GM,General Motors Company,20110711,Mercedes-Benz tops study of U.S. auto dealers ,DETROIT Mercedes-Benz dealerships were tops for the third straight year in an independent study issued on Monday of U.S. auto dealers that uses secret shoppers to determine how customers are treated.,topStory
GM,General Motors Company,20110711,Mercedes-Benz tops study of U.S. auto dealers , DETROIT  July 11 Mercedes-Benz dealerships were tops for the third straight year in an independent study issued on Monday of U.S. auto dealers that uses secret shoppers to determine how customers are treated.,normal
GM,General Motors Company,20110711,UPDATE 3-India car sales slowest in 2 yrs  more speed bumps seen , * Passenger car sales forecast for FY12 slashed to 10-12 pct - industry body,normal
GM,General Motors Company,20110711,UPDATE 1-GM Korea  union reach tentative wage deal , * Deal comes after union refuses overtime work  partial strike,normal
GM,General Motors Company,20110711,GM Korea workers back after weekend stoppage over wages , SEOUL  July 11 The South Korean unit of General Motors said its workers had resumed production on Monday after staging a partial strike last week and a complete work stoppage on the weekend amid stalled wage talks.,normal
GM,General Motors Company,20110711,TABLE-China June car sales up 6.2 pct y/y , BEIJING  July 11 China car sales in June rose 6.2 percent from a year earlier  reversing a decline in May  helped partly by improved availability of Japanese cars as automakers such as Toyota Motor Corp gradually recovered lost output.,normal
GEO,Geo Group Inc (The),20110711,Geo Group says California terminates 3 contracts ,Bangalore Prison operator Geo Group Inc  said full-year earnings may be hurt after the state of California terminated the contracts for three of its community correctional facilities.,topStory
GSK,GlaxoSmithKline PLC,20110711,Sanofi sells skin unit  MS drug results underwhelm ,PARIS/LONDON French drugmaker Sanofi  plans to sell its Dermik skincare business to Canada's Valeant Pharmaceuticals  for $425 million in cash  the latest drug giant to move to shed non-core assets.,topStory
GSK,GlaxoSmithKline PLC,20110711,RPT-UPDATE 2-Sanofi sells skin unit  MS drug results underwhelm , * Dermik has about 140 staff in U.S.  200 in Laval  Canada,normal
GOL,Gol Linhas Aereas Inteligentes SA,20110711,UPDATE 1-Gol may increase Boeing orders after Webjet deal , * Gol CFO sees Webjet purchase to produce $63 mln savings,topStory
GOL,Gol Linhas Aereas Inteligentes SA,20110711,Brazil's Gol's may up Boeing orders on Webjet deal , SAO PAULO  July 11 Gol Linhas Aereas   Brazil's second-biggest airline  is considering increasing orders for Boeing Co  aircraft after its purchase of rival carrier Webjet  Chief Executive Constantino de Oliveira Junior said at a conference call on Monday.  (Reporting by Guillermo Parra-Bernal  editing by Gerald E. McCormick),normal
GG,Goldcorp Inc,20110711,CANADA STOCKS-TSX dives to 1-week low on euro zone worries ,   * TSX tumbles 191.95 points  or 1.44 percent  to 13 179.75,topStory
GS,Goldman Sachs Group Inc (The),20110711,Ex-Goldman director Gupta may pursue SEC lawsuit ,NEW YORK Former Goldman Sachs Group Inc director Rajat Gupta may pursue his lawsuit accusing the U.S. Securities and Exchange Commission of violating his rights by denying him a jury trial in an insider-trading case.,topStory
GS,Goldman Sachs Group Inc (The),20110711,UPDATE 3-Ex-Goldman director Gupta may pursue SEC lawsuit , * Gupta challenged administrative proceedings  (Adds details from ruling  byline),normal
GS,Goldman Sachs Group Inc (The),20110711,Nigerian president appoints trade  investment min , ABUJA  July 11 Nigerian President Goodluck Jonathan appointed outgoing finance minister and former Goldman Sachs  executive Olusegun Aganga as the new trade and investment minister on Monday.,normal
GS,Goldman Sachs Group Inc (The),20110711,AIG may replace banks in next share offer ,PHILADELPHIA American International Group plans to replace one or more Wall Street banks in its next sale of shares from the U.S. government  The Wall Street Journal reported on Sunday.,normal
GS,Goldman Sachs Group Inc (The),20110711,Nomura proprietary trader Fuchs plans own $400 mln hedge fund-source , HONG KONG  July 11 Benjamin Fuchs  who leads the Global Opportunities Group proprietary trading desk at Nomura Holdings Inc plans to start his own hedge fund of at least $400 million later this year  according to a source familiar with the matter.,normal
GS,Goldman Sachs Group Inc (The),20110711,PRESS DIGEST - New York Times business news - July 11 , July 11 The following were the top stories in The New York Times business pages on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
GS,Goldman Sachs Group Inc (The),20110711,AIG may replace banks in next share offer - WSJ , PHILADELPHIA  July 10 American International Group plans to replace one or more Wall Street banks in its next sale of shares from the U.S. government  The Wall Street Journal reported on Sunday.,normal
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110711,Watchdog clears Grupo Mexico's airport operator bid , MEXICO CITY  July 11 Mexico's competition watchdog approved a bid by miner Grupo Mexico to acquire a majority of the stock of airport operator Grupo Aeroportuario del Pacifico.,topStory
TV,Grupo Televisa SA,20110711,UPDATE 2-Mexico's Televisa net flat in 2nd qtr vs year-ago , * Shares drop 2.5 pct  (Adds detail on higher costs  share price movement),topStory
TV,Grupo Televisa SA,20110711,Mexico's Televisa net flat in 2nd qtr vs year ago , MEXICO CITY  July 11 Mexican broadcaster Televisa said its net profits to shareholders were flat in the second quarter with a year earlier at 1.8 billion pesos ($154 million).,normal
TV,Grupo Televisa SA,20110711,DIARY - Mexico and Central America - to July 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- JUL12 0800/1400  industrial prod (m/m)      May           -0.1 pct JUL12 0800/1400  gross fixed invest (m/m)   Apr           -0.6 pct,normal
HMY,Harmony Gold Mining Company Limited,20110711,Harmony says ops remain shut at S.Africa Unisel mine , JOHANNESBURG  July 11 Harmony Gold  said on Monday that operations remained shut at its Unisel mine in South Africa's Free State province after an employee was killed there last Thursday in a locomotive accident.,topStory
HSY,Hershey Company (The),20110711,UPDATE 2-Barry Callebaut sells Stollwerck to Baronie Group , ZURICH  July 11 Barry Callebaut   the world's largest chocolate products maker  said it would sell its European consumer business Stollwerck to Belgium's Baronie Group for an undisclosed price.,topStory
HTZ,Hertz Global Holdings Inc,20110711,Hertz extends Dollar Thrifty exchange offer ,BANGALORE Hertz Global Holdings Inc  said it would extend its tender offer for shares of Dollar Thrifty Automotive Group  by about a month  as it continued its efforts to snap up the smaller car rental company ahead of rival Avis Budget Group Inc .,topStory
HTZ,Hertz Global Holdings Inc,20110711,Timeline: Bidding war for Dollar Thrifty ,Hertz Global Holdings Inc  said it would extend the date of a direct exchange offer for smaller rival Dollar Thrifty Automotive Group  to August 5  as the car rental company continues its efforts to wrap up a deal that has seen it pitted against Avis Budget Group Inc .,normal
HTZ,Hertz Global Holdings Inc,20110711,UPDATE 2-Hertz extends Dollar Thrifty exchange offer , * Says about 1 million Dollar Thrifty shares tendered   (Adds analyst comment  background),normal
HTZ,Hertz Global Holdings Inc,20110711,TIMELINE-Bidding war for Dollar Thrifty , July 11 Hertz Global Holdings Inc said it would extend the date of a direct exchange offer for smaller rival Dollar Thrifty Automotive Group to Aug. 5  as the car rental company continues its efforts to wrap up a deal that has seen it pitted against Avis Budget Group Inc .,normal
HES,Hess Corporation,20110711,FACTBOX-Bidders on U.S. oil reserves , July 11 Fifteen energy trading companies received contracts for crude oil from U.S. emergency stockpiles  the Department of Energy said on Monday.,topStory
