AMZN,Amazoncom Inc,20140527,COLUMN-Why I'm ditching my Amazon account ,(The opinions expressed here are those of the author  a columnist for Reuters.),topStory
PFE,Pfizer Inc,20140527,Pfizer walks away from $118 billion AstraZeneca takeover fight ,LONDON/NEW YORK Pfizer abandoned its attempt to buy AstraZeneca for nearly 70 billion pounds ($118 billion) on Monday as a deadline approached without a last-minute change of heart by the British drugmaker.,normal
PF,Pinnacle Foods Inc,20140527,Pilgrim's bid for Hillshire puts Pinnacle deal in peril ,Pilgrim's Pride Corp  on Tuesday offered to buy Hillshire Brands Co  in an all-cash deal valued at $6.4 billion  as the world's second-largest chicken processor seeks to expand its protein footprint with Hillshire's sausages and lunch meats. | Video ,topStory
PF,Pinnacle Foods Inc,20140527,US STOCKS-S&P 500 ends at record on mergers  ECB; small caps rise ,* Dow up 0.4 pct; S&P 500 up 0.6 pct; Nasdaq up 1.2 pct   (Updates to close),normal
PF,Pinnacle Foods Inc,20140527,UPDATE 4-Pilgrim's bid for Hillshire puts Pinnacle deal in peril ,May 27 Pilgrim's Pride Corp on Tuesday offered to buy Hillshire Brands Co in an all-cash deal valued at $6.4 billion  as the world's second-largest chicken processor seeks to expand its protein footprint with Hillshire's sausages and lunch meats.,normal
PF,Pinnacle Foods Inc,20140527,Pilgrim's bid for Hillshire puts pinnacle deal in peril ,Pilgrim's Pride Corp PPC.O on Tuesday offered to buy Hillshire Brands Co HSH.N in an all-cash deal valued at $6.4 billion  as the world's second-largest chicken processor seeks to expand its protein footprint with Hillshire's sausages and lunch meats. | Video ,normal
RTN,Raytheon Company,20140527,Exclusive: Mercury Systems pulls sale - sources ,Mercury Systems Inc  a supplier of digital signal and image processing systems to the aerospace and defense industry  has ended its exploration of a near-term sale  said three people familiar with the matter.,topStory
RBS,Royal Bank Scotland plc (The),20140527,RBS slashes U.S. mortgage business  hundreds of jobs: FT ,Royal Bank of Scotland  has become the latest overseas bank to shrink its business in the United States after announcing it would cut its mortgage trading business by two-thirds  the Financial Times reported on Tuesday.,topStory
RBS,Royal Bank Scotland plc (The),20140527,RBS slashes U.S. mortgage business  hundreds of jobs -FT ,May 27 Royal Bank of Scotland has become the latest overseas bank to shrink its business in the United States after announcing it would cut its mortgage trading business by two-thirds  the Financial Times reported on Tuesday.,normal
SNY,Sanofi,20140527,British cost body recommends Sanofi MS drug Lemtrada ,LONDON  May 28 Britain's healthcare cost-effectiveness watchdog is recommending Sanofi's  new multiple sclerosis drug Lemtrada as a treatment option on the state health service  it said on Wednesday.,topStory
STO,Statoil ASA,20140527,UPDATE 1-Greenpeace protesters board Statoil's Arctic drilling rig ,* 15 are activists on board   (Adds police  Statoil  Greenpeace),topStory
STO,Statoil ASA,20140527,REFILE-Greenpeace protesters board Statoil's Arctic drilling rig ,OSLO  May 27 Activists from environmental group Greenpeace have climbed aboard an oil drilling rig in the Norwegian Arctic on Tuesday  trying to stop Statoil's  exploration plans in one of the world's northernmost prospects  the group said on Tuesday.,normal
SLF,Sun Life Financial Inc,20140527,CORRECTED-Sun Life pivots to southeast Asia as other markets slow ,(Corrects paragraph 4 to say sales declined  not earnings),topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20140527,BRIEF-TSMC orders machinery  facility and engineering equipment totalling T$1.36 bln ,May 27 Taiwan Semiconductor Manufacturing Co Ltd,topStory
TRI,Thomson Reuters Corp,20140527,Republican senator spars with veterans groups on care delays ,WASHINGTON The top Republican on the Senate Veterans Affairs Committee fired back at some leading veterans groups on Tuesday after they accused him of a "mean spirited" attempt to politicize the scandal over delays in medical care at VA hospitals and clinics.,topStory
TM,Toyota Motor Corp Ltd Ord,20140527,UPDATE 1-Thai coup unlikely to pose big risks for Japan automakers-auto lobby head ,* Japan automakers say almost no disruptions in Thai operations,topStory
TWTR,Twitter Inc,20140527,Omnicom  Twitter sign $230 mln mobile ad deal ,Omnicom Group Inc's  media services division signed a deal worth $230 million with Twitter Inc  that will integrate Omnicom's automated ad buying unit Accuen with Twitter's mobile ad exchange MoPub.,topStory
TWTR,Twitter Inc,20140527,UPDATE 1-Omnicom  Twitter sign $230 mln mobile ad deal ,May 27 Omnicom Group Inc's media services division signed a deal worth $230 million with Twitter Inc that will integrate Omnicom's automated ad buying unit Accuen with Twitter's mobile ad exchange MoPub.,normal
TWTR,Twitter Inc,20140527,Nearly 400 million Twitter users estimated by 2018 - study ,SAN FRANCISCO  May 27 Twitter Inc's  messaging service will have close to 400 million global users by 2018  mostly in Asia  Latin American and the Middle East  consulting firm eMarketer estimated on Tuesday  far short of the 1 billion once expected.,normal
TWTR,Twitter Inc,20140527,Omnicom  Twitter sign $230 mln mobile ad deal ,May 27 Omnicom Group Inc's media services division signed a deal worth $230 million with Twitter Inc that will integrate Omnicom's automated ad buying unit Accuen with Twitter's mobile ad exchange MoPub.,normal
VRX,Valeant Pharmaceuticals International Inc,20140527,Allergan makes case against Valeant takeover ahead of higher bid ,Allergan Inc  on Tuesday built its case with investors for rejecting a $47 billion takeover offer from Valeant Pharmaceuticals International    saying the Canadian drugmaker has overstated the possible savings from the deal.,topStory
VRX,Valeant Pharmaceuticals International Inc,20140527,CANADA STOCKS-TSX slips with gold-mining  energy shares; Scotiabank up ,* TSX falls 57.67 points  or 0.39 percent  to 14 658.02     * Five of 10 main index sectors decline     * Valeant slips 1.9 percent after Allergan comments      By John Tilak     TORONTO  May 27 Canada's main stock index dropped on Tuesday after weakness in the prices for gold  oil and other commodities weighed on shares of natural resource producers.     The decline came after advances in the last five sessions. The Toronto market is up 7.6 percent this year and almost touched a mul,normal
VRX,Valeant Pharmaceuticals International Inc,20140527,UPDATE 1-Allergan makes case against Valeant takeover ahead of higher bid ,May 27 Allergan Inc on Tuesday built its case with investors for rejecting a $47 billion takeover offer from Valeant Pharmaceuticals International   saying the Canadian drugmaker has overstated the possible savings from the deal.,normal
VRX,Valeant Pharmaceuticals International Inc,20140527,CANADA STOCKS-Resource shares drag TSX lower; Scotiabank climbs ,* TSX falls 14.26 points  or 0.27 percent  to 14 675.43     * Seven of the 10 main index sectors decline     * Valeant slips 2.2 percent after Allergan comments      By John Tilak     TORONTO  May 27 Canada's main stock index declined on Tuesday as a drop in prices for gold  oil and other commodities was a drag on shares of natural resource producers.      Bank of Nova Scotia shares rose after it released strong quarterly results but the increase was not enough to halt the index's re,normal
VRX,Valeant Pharmaceuticals International Inc,20140527,Allergan says Valeant's offer overstated tax and R&D savings ,May 27 Allergan Inc said on Tuesday Valeant Pharmaceuticals International's $47 billion offer overstated the possible savings from the deal in terms of both research and development and in tax structure.,normal
WFC,Wells Fargo & Company,20140527,ON THE MOVE--Focus Financial partner LVW hires advisers from Wells Fargo ,May 27 Focus Financial Partners LLC said its Rochester  New York-based partner firm  LVW Advisors  hired two veteran advisers from Wells Fargo Advisors to launch a wealth management service for affluent families.,topStory
YGE,Yingli Green Energy Holding Company Limited,20140527,China's Yingli considers taking part in Dubai solar energy project ,DUBAI  May 27 Chinese solar panel maker Yingli Green Energy Holding Co.  is considering taking part in a United Arab Emirates solar energy project as part of its 2014 expansion plans in the Middle East and Africa  a company executive said on Tuesday.,topStory
DGSE,DGSE Companies Inc,20140527,Former finance chief of DGSE settles accounting fraud charges ,WASHINGTON Dallas jewelry company DGSE Companies Inc and its former chief financial officer agreed to settle accounting fraud charges  the U.S. Securities and Exchange Commission said on Tuesday.,topStory
DGSE,DGSE Companies Inc,20140527,Former finance chief of DGSE settles accounting fraud charges ,WASHINGTON  May 27 Dallas jewelry company DGSE Companies Inc and its former chief financial officer agreed to settle accounting fraud charges  the U.S. Securities and Exchange Commission said on Tuesday.,normal
IDN,Intellicheck Inc,20140527,Intuit to buy Check Inc for $360 million ,JERUSALEM  Intuit Inc INTU.O  developer of tax-preparation software TurboTax  said it had entered into a definitive agreement to buy bill-payment service Check Inc for $360 million in cash and other considerations.,topStory
IDN,Intellicheck Inc,20140527,RPT-UPDATE 2-Intuit to buy Check Inc for $360 mln ,(Updates with Intuit confirmation; adds comments/background),normal
IDN,Intellicheck Inc,20140527,Intuit to buy bill-payment service Check Inc for $360 mln - WSJ ,May 27 Intuit Inc  developer of tax-preparation software TurboTax  agreed to buy Check Inc  a bill-payment service  for $360 million in a deal that was signed on Friday  the Wall Street Journal reported  citing people familiar with the situation.,normal
