AGEN,Agenus Inc,20140724,UPDATE 2-GSK seeks approval for world's first malaria vaccine ,* Mosquito-borne malaria kills over 600 000 people a year,topStory
HSBC,HSBC Holdings plc,20140724,China July HSBC flash PMI at 18-month high ,BEIJING China's factory activity expanded at its fastest pace in 18 months in July as new orders surged  a preliminary HSBC survey showed on Thursday  the latest indication that the economy is picking up as government stimulus measures kick in. | Video ,topStory
HSBC,HSBC Holdings plc,20140724,REFILE-China July HSBC flash PMI rises to 18-month high of 52.0 ,BEIJING  July 24 Activity in China's factory sector expanded at its fastest pace in 18 months in July  a preliminary HSBC survey showed on Thursday  as a raft of government stimulus measures kicked in.,normal
HSEA,HSBC Holdings plc,20140724,China July HSBC flash PMI at 18-month high ,BEIJING China's factory activity expanded at its fastest pace in 18 months in July as new orders surged  a preliminary HSBC survey showed on Thursday  the latest indication that the economy is picking up as government stimulus measures kick in. | Video ,topStory
HSEA,HSBC Holdings plc,20140724,REFILE-China July HSBC flash PMI rises to 18-month high of 52.0 ,BEIJING  July 24 Activity in China's factory sector expanded at its fastest pace in 18 months in July  a preliminary HSBC survey showed on Thursday  as a raft of government stimulus measures kicked in.,normal
HSEB,HSBC Holdings plc,20140724,China July HSBC flash PMI at 18-month high ,BEIJING China's factory activity expanded at its fastest pace in 18 months in July as new orders surged  a preliminary HSBC survey showed on Thursday  the latest indication that the economy is picking up as government stimulus measures kick in. | Video ,topStory
HSEB,HSBC Holdings plc,20140724,REFILE-China July HSBC flash PMI rises to 18-month high of 52.0 ,BEIJING  July 24 Activity in China's factory sector expanded at its fastest pace in 18 months in July  a preliminary HSBC survey showed on Thursday  as a raft of government stimulus measures kicked in.,normal
IBM,International Business Machines Corporation,20140724,US STOCKS-Wall Street to open up  lifted by earnings  data ,* Futures up: Dow 23 pts  S&P 3 pts  Nasdaq 10 pts   (Updates prices  adds data),topStory
IPG,Interpublic Group of Companies Inc (The),20140724,Deals of the day- Mergers and acquisitions ,(Adds Balfour Beatty  Zillow  PSA Peugeot Citroen  BayernLB Holding  Repsol  Interpublic Group of Cos),topStory
IPG,Interpublic Group of Companies Inc (The),20140724,Activist Elliott Management sets its sights on IPG ,Activist hedge fund Elliott Management has taken a 6.7 percent stake  worth about $570 million  in advertising firm Interpublic Group of Cos Inc   setting up a showdown that could result in a sale.,normal
ITUB,Itau Unibanco Banco Holding SA,20140724,Corporate debt analyst Vieira to leave Brazil's Itaú BBA -source ,SAO PAULO  July 24 Corporate debt analyst Eduardo Vieira left Itaú BBA on Thursday after a 2-1/2-year stint  a source with knowledge of the situation said  in a blow to the Brazilian investment bank's effort to boost fixed-income research coverage.,topStory
KKR,KKR & Co LP,20140724,KKR's second-quarter asset sales yield record payout ,NEW YORK Private equity firm KKR & Co LP  said on Thursday that its second-quarter earnings more than tripled year-on-year  close to most analysts' expectations  as a string of lucrative asset sales led to its highest dividend on record.,topStory
KKR,KKR & Co LP,20140724,UPDATE 1-KKR's second-quarter asset sales yield record payout ,* Post-tax Q2 ENI per unit of 62 cents vs Street view of 65 cents,normal
KKR,KKR & Co LP,20140724,CORRECTED-KKR's second-quarter asset sales yield record payout ,(Corrects Thomson Reuters analysts' consensus estimate in paragraph 3 to 65 cents  not 50 cents),normal
LAZ,Lazard Ltd,20140724,Lazard profit jumps 43 pct on higher M&A advisory fees ,July 24 Investment bank and asset manager Lazard Ltd reported a 43 percent rise in quarterly profit  helped by higher merger and acquisition advisory and asset management fees.,topStory
LM,Legg Mason Inc,20140724,Asset manager Legg Mason to buy UK's Martin Currie ,Asset manager Legg Mason Inc LM.N said it would buy UK-based international equity specialist firm Martin Currie  continuing an effort to revamp its business.,topStory
LM,Legg Mason Inc,20140724,UPDATE 2-Asset manager Legg Mason to buy UK's Martin Currie ,July 24 Asset manager Legg Mason Inc said it would buy UK-based international equity specialist firm Martin Currie  continuing an effort to revamp its business.,normal
LM,Legg Mason Inc,20140724,Asset manager Legg Mason to buy UK's Martin Currie ,July 24 Asset manager Legg Mason Inc said it would buy UK-based investment manager Martin Currie to expand in equity markets.,normal
LM,Legg Mason Inc,20140724,BRIEF-Legg Mason acquires Martin Currie ,July 24 Legg Mason Inc :  * Announces acquisition of Martin Currie  * Says terms of the transaction were not disclosed  * Says transaction is expected to be slightly accretive to Legg Mason's,normal
LMHA,Legg Mason Inc,20140724,Asset manager Legg Mason to buy UK's Martin Currie ,Asset manager Legg Mason Inc LM.N said it would buy UK-based international equity specialist firm Martin Currie  continuing an effort to revamp its business.,topStory
LMHA,Legg Mason Inc,20140724,UPDATE 2-Asset manager Legg Mason to buy UK's Martin Currie ,July 24 Asset manager Legg Mason Inc said it would buy UK-based international equity specialist firm Martin Currie  continuing an effort to revamp its business.,normal
LMHA,Legg Mason Inc,20140724,Asset manager Legg Mason to buy UK's Martin Currie ,July 24 Asset manager Legg Mason Inc said it would buy UK-based investment manager Martin Currie to expand in equity markets.,normal
LMHA,Legg Mason Inc,20140724,BRIEF-Legg Mason acquires Martin Currie ,July 24 Legg Mason Inc :  * Announces acquisition of Martin Currie  * Says terms of the transaction were not disclosed  * Says transaction is expected to be slightly accretive to Legg Mason's,normal
LMHB,Legg Mason Inc,20140724,Asset manager Legg Mason to buy UK's Martin Currie ,Asset manager Legg Mason Inc LM.N said it would buy UK-based international equity specialist firm Martin Currie  continuing an effort to revamp its business.,topStory
LMHB,Legg Mason Inc,20140724,UPDATE 2-Asset manager Legg Mason to buy UK's Martin Currie ,July 24 Asset manager Legg Mason Inc said it would buy UK-based international equity specialist firm Martin Currie  continuing an effort to revamp its business.,normal
LMHB,Legg Mason Inc,20140724,Asset manager Legg Mason to buy UK's Martin Currie ,July 24 Asset manager Legg Mason Inc said it would buy UK-based investment manager Martin Currie to expand in equity markets.,normal
LMHB,Legg Mason Inc,20140724,BRIEF-Legg Mason acquires Martin Currie ,July 24 Legg Mason Inc :  * Announces acquisition of Martin Currie  * Says terms of the transaction were not disclosed  * Says transaction is expected to be slightly accretive to Legg Mason's,normal
LYG,Lloyds Banking Group Plc,20140724,Lloyds expected to pay up to $509.5 million as LIBOR fine ,Lloyds Banking Group is expected to announce early next week that the British bank would pay between 200 million pounds and 300 million pounds ($509.52 million)to settle benchmark interest rate (LIBOR) fixing allegations  the Financial Times reported late on Thursday.,topStory
LYG,Lloyds Banking Group Plc,20140724,Lloyds expected to pay up to $509.5 mln as LIBOR fine ,July 24 Lloyds Banking Group is expected to announce early next week that the British bank would pay between 200 million pounds and 300 million pounds ($509.52 million)to settle benchmark interest rate (LIBOR) fixing allegations  the Financial Times reported late on Thursday.,normal
LYG,Lloyds Banking Group Plc,20140724,Fitch Affirms Lloyds Banking Group's IDRs and VR ,(The following statement was released by the rating agency) LONDON  July 24 (Fitch) Fitch Ratings has affirmed Lloyds Banking Group (LBG)  and Lloyds Bank Plc's (LB) Long-term and Short-term Issuer Default Ratings  (IDRs) at 'A' and 'F1' respectively and the Viability Ratings (VR) at 'a-'. The  Outlooks on the Long-term IDRs are Negative. A full list of rating actions is at  the end of this comment.  KEY RATING DRIVERS - IDRs  SENIOR DEBT  SUPPORT RATINGS AND SUPPORT RATING  FLOORS LBG and LB's ,normal
M,Macy&#39;s Inc,20140724,U.S. labor agency approves 'micro-unit' in Macy's bargaining case ,WASHINGTON The U.S. National Labor Relations Board (NLRB) said this week that 41 cosmetics and fragrances workers at a single Macy's department store can vote on whether to join a union.,topStory
M,Macy&#39;s Inc,20140724,U.S. labor agency approves 'micro-unit' in Macy's bargaining case ,WASHINGTON  July 24 The U.S. National Labor Relations Board (NLRB) said this week that 41 cosmetics and fragrances workers at a single Macy's department store can vote on whether to join a union.,normal
MCD,McDonald&#39;s Corporation,20140724,UPDATE 3-Dunkin' Brands cuts 2014 forecast; shares fall ,July 24 Dunkin' Brands Group Inc cut its 2014 outlook on Thursday as its U.S. doughnut shops battled fast-food rivals like McDonald's Corp and high milk prices softened profits from its international Baskin-Robbins ice cream business.,topStory
MCD,McDonald&#39;s Corporation,20140724,US STOCKS-Results  jobs data buoy Wall St  S&P eyes 2 000 ,* Indexes: Dow  S&P flat; Nasdaq off 0.1 pct   (Updates to morning trading  adds data  comment),normal
MCD,McDonald&#39;s Corporation,20140724,McDonald's CEO: 'deceived' by audit of China meat plant ,(This version of the story was corrected to remove the phrase "on its behalf" in paragraph four. It is not known who ordered the audit.),normal
MCD,McDonald&#39;s Corporation,20140724,CORRECTED-UPDATE 1-McDonald's CEO: 'deceived' by audit of China meat plant ,(Corrects to remove the phrase "on its behalf" in paragraph six. It is not known who ordered the audit.),normal
MCD,McDonald&#39;s Corporation,20140724,CORRECTED-McDonald's feels "bit deceived" by audit results from China plant ,(Corrects to remove phrase "on its behalf" in paragraph four. It is not known who ordered the audit.),normal
MCD,McDonald&#39;s Corporation,20140724,Meat supplier in China food scandal grew with McDonald's ,Eight months ago in front of a crowd of food industry executives gathered at a fancy Chicago hotel  a top McDonald's Corp executive lauded the boss of meat supplier OSI Group for his dedication to the fast-food giant's "McFamily".,normal
MCD,McDonald&#39;s Corporation,20140724,Meat supplier in China food scandal grew with McDonald's ,July 23 Eight months ago in front of a crowd of food industry executives gathered at a fancy Chicago hotel  a top McDonald's Corp executive lauded the boss of meat supplier OSI Group for his dedication to the fast-food giant's "McFamily".,normal
MTG,MGIC Investment Corporation,20140724,MOVES- Cantor Fitzgerald  Schroders  MGIC  Hargreave  AVCA ,July 24 The following financial services industry appointments were announced on Thursday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
MTG,MGIC Investment Corporation,20140724,MOVES-MGIC CEO Culver to retire next year ,July 24 Mortgage insurer MGIC Investment Corp  said Chief Executive Curt Culver would retire in 2015 and Patrick Sinks  currently the chief operating officer  would succeed him.,normal
MGM,MGM Resorts International,20140724,Fitch Updates Recovery Analyses for U.S. Gaming Operators ,(The following statement was released by the rating agency) NEW YORK  July 24 (Fitch) Fitch Ratings has published updated recovery analyses  for the following U.S. gaming operators: --Caesars Entertainment Operating Co. (including Chester Downs and Marina LLC) --Caesars Entertainment Resort Properties  LLC --Caesars Growth Properties Holdings  LLC --MGM Resorts International --Boyd Gaming Corporation --Marina District Finance Company  Inc. (Borgata) --Peninsula Gaming  LLC --Pinnacle Entertainme,topStory
MS,Morgan Stanley,20140724,Morgan Stanley to pay $275 million penalty for misleading RMBS investors ,NEW YORK/WASHINGTON The U.S. Securities and Exchange Commission said on Thursday it had charged Morgan Stanley with misleading investors about two residential mortgage-backed securities it issued before the 2008 financial crisis  and that the bank would pay $275 million to settle the case  according to a press release.,topStory
MS,Morgan Stanley,20140724,UPDATE 2-Morgan Stanley to pay $275 mln penalty for misleading RMBS investors ,(Adds quote from lawyer  details on administrative proceeding),normal
MS,Morgan Stanley,20140724,Morgan Stanley to pay $275 mln penalty for misleading RMBS investors ,WASHINGTON  July 24 The U.S. Securities and Exchange Commission said on Thursday it had charged Morgan Stanley with misleading investors about two mortgage-backed securities it issued before the 2008 financial crisis  and that the bank would pay $275 million to settle the case  according to a press release.,normal
NYT,New York Times Company (The),20140724,Nasdaq reports higher second quarter earnings ,NEW YORK Transatlantic exchange operator Nasdaq OMX Group Inc  on Thursday reported a higher second-quarter profit  as it absorbed recent acquisitions and revenue increased across its business units.,topStory
NEM,Newmont Mining Corporation,20140724,UPDATE 4-Indonesia offers tax cut to miners  Freeport to soon resume exports ,* Concentrate export tax cut to below 10 pct from 20-25 pct,topStory
NEM,Newmont Mining Corporation,20140724,Indonesia says to take stern action against Newmont over contract dispute ,JAKARTA  July 24 Indonesia's president has said the government will take stern action against Newmont Mining Corp  which has filed for international arbitration over the country's mineral export tax  the country's chief economics minister quoted him as saying.,normal
NBL,Noble Energy Inc,20140724,UPDATE 2-Lack of infrastructure curbs Noble Energy's U.S. output ,* Plant downtime  facility upgrades hurts Colorado basin output,topStory
NBL,Noble Energy Inc,20140724,Noble Energy's net income falls 49 percent ,July 24 Oil and natural gas producer Noble Energy Inc's net income nearly halved due to a $187 million loss on commodity derivatives.,normal
NUE,Nucor Corporation,20140724,Nucor confident of favorable rulings vs steel import 'tsunami' ,Emboldened by a recent favorable ruling for U.S. steelmakers in a steel pipe trade case  Nucor Corp said on Thursday it was confident the industry was poised for more success in future cases as it works to stem "a tsunami of imported steel.",topStory
NUE,Nucor Corporation,20140724,UPDATE 2-Nucor confident of favorable rulings vs steel import "tsunami" ,July 24 Emboldened by a recent favorable ruling for U.S. steelmakers in a steel pipe trade case  Nucor Corp  said on Thursday it was confident the industry was poised for more success in future cases as it works to stem "a tsunami of imported steel.",normal
NUE,Nucor Corporation,20140724,Nucor 2nd-qtr earnings rise with shipments  prices ,July 24 U.S. steelmaker Nucor Corp  reported a rise in second-quarter earnings on Thursday as shipments and average prices increased from a year earlier.,normal
P,Pandora Media Inc,20140724,Pandora Media profit forecast below analysts' estimates  shares fall ,Pandora Media Inc forecast current quarter adjusted profit  below analysts' estimates as it plans to plow money back into the business. The company's shares fell about 6 percent in extended trading.,topStory
P,Pandora Media Inc,20140724,UPDATE 2-Pandora Media profit forecast below analysts' estimates  shares fall ,(Adds Chief Financial Officer comment on reinvestment  growth  paragraphs 4 and 6),normal
P,Pandora Media Inc,20140724,Pandora revenue jumps on higher ad sales ,July 24 Pandora Media Inc reported a 38 percent rise in quarterly revenue  as advertisers spent more on the online streaming music service  and reported strong subscription revenue growth.,normal
PFE,Pfizer Inc,20140724,CORRECTED-UPDATE 2-Lilly beats forecasts  vows to remain independent ,(Corrects 10th paragraph to show Pfizer bought Warner Lambert  Pharmacia and Wyeth (not Pfizer),topStory
PKX,POSCO,20140724,POSCO profit falls at quickest rate in three quarters on strong won ,SEOUL South Korea's POSCO  reported the steepest quarterly profit decline in three quarters as a strong local currency made the steelmaker's prices less competitive in an export market where demand growth has been weak.,topStory
PKX,POSCO,20140724,UPDATE 2-POSCO profit falls at quickest rate in 3 quarters on strong won ,* Prices  overseas income hit by steepest won gain in 3 yrs,normal
PKX,POSCO,20140724,POSCO aims to raise $2 billion by end-2015 through restructuring ,SEOUL South Korea's POSCO  aims to raise about 2 trillion won ($1.95 billion) by the end of 2015 through restructuring efforts  the steelmaker said after reporting quarterly earnings on Thursday.,normal
PKX,POSCO,20140724,POSCO aims to raise $2 bln by end-2015 through restructuring ,SEOUL  July 24 South Korea's POSCO  aims to raise about 2 trillion won ($1.95 billion) by the end of 2015 through restructuring efforts  the steelmaker said after reporting quarterly earnings on Thursday.,normal
PKX,POSCO,20140724,POSCO Q2 profit falls 20 pct  misses estimates ,SEOUL  July 23 South Korean steelmaker POSCO  on Thursday reported a 20 percent fall in second-quarter operating profit  slightly missing analyst estimates  as the impact of weak overseas demand was exacerbated by a strong local currency.,normal
PDS,Precision Drilling Corporation,20140724,UPDATE 1-Higher rig contracts boost Precision Drilling's revenue ,* Average rig count in U.S. up by 13 to 93   (Adds details from statement  background),topStory
PDS,Precision Drilling Corporation,20140724,Precision Drilling revenue jumps 25 pct as drilling activity rises ,July 24 Precision Drilling Corp   Canada's largest oil and gas drilling contractor  reported a 25 percent rise in quarterly revenue  helped by higher pricing and drilling activity in North America.,normal
PHM,PulteGroup Inc,20140724,UPDATE 2-D.R. Horton takes hit from discounts as housing demand slows ,* D.R. Horton shares down 10 pct  PulteGroup down 3 pct   (Adds PulteGroup results  executive comments  updates shares),topStory
PHM,PulteGroup Inc,20140724,PulteGroup profit rises due to higher home prices ,July 24 U.S. homebuilder PulteGroup Inc  reported a 15 percent rise in quarterly profit as it sold homes at higher prices  but said orders fell 2.2 percent.,normal
RTN,Raytheon Company,20140724,Raytheon posts 13 percent profit rise  maintains outlook ,U.S. weapons maker Raytheon Co  reported a 13 percent rise in second-quarter profit  helped by cost cutting and favorable pension adjustments  and maintained its full-year forecast.,topStory
RTN,Raytheon Company,20140724,UPDATE 1-Raytheon posts 13 pct profit rise  maintains outlook ,July 24 U.S. weapons maker Raytheon Co  reported a 13 percent rise in second-quarter profit  helped by cost cutting and favorable pension adjustments  and maintained its full-year forecast.,normal
RTN,Raytheon Company,20140724,Raytheon posts 13 pct profit rise  maintains outlook ,July 24 U.S. weapons maker Raytheon Co  reported a 13 percent rise in second-quarter profit due to favorable pension adjustments and the company maintained its full-year forecast.,normal
RCI,Rogers Communication Inc,20140724,CANADA STOCKS-TSX shrugs off weak oil  gold prices on solid earnings ,* TSX up 0.07 point  at 15 394.45     * Potash Corp  Teck Resources  Rogers Comms gain after results   (Adds strategist comment  details  updates prices to close)     By Alastair Sharp     TORONTO  July 24 Decent earnings reports from several resource stocks and a major telecom company helped Canada's main stock index keep intact a string of all-time highs on Thursday  despite slips in oil and gold prices weighing on the market.     With the Toronto Stock Exchange's S&P/TSX composite,topStory
RCI,Rogers Communication Inc,20140724,UPDATE 2-Canada's Rogers protects wireless margin  growth slips ,(Adds executive comments from conference calls  share price),normal
RCI,Rogers Communication Inc,20140724,Canada's Rogers Communications profit falls  wireless a worry ,TORONTO  July 24 Rogers Communications  posted a 24 percent decline in second-quarter net income on Thursday  as its added fewer-than-expected wireless phone customers but charged them more.,normal
RBS,Royal Bank Scotland plc (The),20140724,SEC official defends Royal Bank of Scotland waiver to Congress ,WASHINGTON A top U.S. Securities and Exchange Commission official on Thursday defended his agency's decision to grant the Royal Bank of Scotland  a regulatory waiver  saying the bank had already been punished in connection with Libor manipulation.,topStory
RBS,Royal Bank Scotland plc (The),20140724,US SEC official defends Royal Bank of Scotland waiver to Congress ,WASHINGTON  July 24 A top U.S. Securities and Exchange Commission official on Thursday defended his agency's decision to grant the Royal Bank of Scotland a regulatory waiver  saying the bank had already been punished in connection with Libor manipulation.,normal
RCL,Royal Caribbean Cruises Ltd,20140724,UPDATE 2-Royal Caribbean raises forecast; profit sails past estimates ,* Shares rise as much as 9.1 pct  hit life-high   (Adds analyst  executive comment  details  updates shares),topStory
RCL,Royal Caribbean Cruises Ltd,20140724,RCCL aims to double EPS by 2017 ,OSLO  July 24 Royal Caribbean Cruises   reported second quarter earnings ahead of expectations on Thursday  raised its 2014 guidance  and unveiled plans to double its earnings per share (EPS) from 2014 to 2017.,normal
RCL,Royal Caribbean Cruises Ltd,20140724,Royal Caribbean's profit jumps on higher European demand ,July 24 Royal Caribbean Cruises Ltd  the world's second-largest cruise operator  reported a big jump in quarterly profit as demand for its European cruises rose and passengers spent more onboard.,normal
SO,Southern Company (The),20140724,Southern hopes to build more U.S. nuclear power reactors ,Southern Co  one of the biggest U.S. power companies  said it hopes to announce plans by the end of the year to build more nuclear reactors  a spokesman said late Wednesday.,topStory
SO,Southern Company (The),20140724,Proposed U.S. nuclear power reactors ,Southern Co  a power company  said it hopes to announce plans to build more nuclear reactors by the end of the year  a spokesman said late Wednesday.,normal
SO,Southern Company (The),20140724,Southern hopes to build more U.S. nuclear power reactors ,July 24 Southern Co  one of the biggest U.S. power companies  said it hopes to announce plans by the end of the year to build more nuclear reactors  a spokesman said late Wednesday.,normal
SOJA,Southern Company (The),20140724,Southern hopes to build more U.S. nuclear power reactors ,Southern Co  one of the biggest U.S. power companies  said it hopes to announce plans by the end of the year to build more nuclear reactors  a spokesman said late Wednesday.,topStory
SOJA,Southern Company (The),20140724,Proposed U.S. nuclear power reactors ,Southern Co  a power company  said it hopes to announce plans to build more nuclear reactors by the end of the year  a spokesman said late Wednesday.,normal
SOJA,Southern Company (The),20140724,Southern hopes to build more U.S. nuclear power reactors ,July 24 Southern Co  one of the biggest U.S. power companies  said it hopes to announce plans by the end of the year to build more nuclear reactors  a spokesman said late Wednesday.,normal
SOJB,Southern Company (The),20140724,Southern hopes to build more U.S. nuclear power reactors ,Southern Co  one of the biggest U.S. power companies  said it hopes to announce plans by the end of the year to build more nuclear reactors  a spokesman said late Wednesday.,topStory
SOJB,Southern Company (The),20140724,Proposed U.S. nuclear power reactors ,Southern Co  a power company  said it hopes to announce plans to build more nuclear reactors by the end of the year  a spokesman said late Wednesday.,normal
SOJB,Southern Company (The),20140724,Southern hopes to build more U.S. nuclear power reactors ,July 24 Southern Co  one of the biggest U.S. power companies  said it hopes to announce plans by the end of the year to build more nuclear reactors  a spokesman said late Wednesday.,normal
LUV,Southwest Airlines Company,20140724,Minnesota man asked to leave Southwest flight after critical tweet ,(Story refiled to correct typographical error on third paragraph),topStory
LUV,Southwest Airlines Company,20140724,U.S. airlines focus on investor returns as industry profits ,Major U.S. airlines posted earnings gains on Thursday  aided by higher airfares and summer demand  and the two largest carriers announced moves to return more cash to investors.,normal
LUV,Southwest Airlines Company,20140724,REFILE-Minnesota man asked to leave Southwest flight after critical tweet ,(Refiles to correct typographical error on third paragraph),normal
LUV,Southwest Airlines Company,20140724,Minnesota man asked to leave Southwest flight after critical tweet ,A Minnesota man and his two sons were asked to leave a Southwest Airlines flight after the man sent a tweet complaining about being treated rudely by a gate agent.,normal
LUV,Southwest Airlines Company,20140724,Southwest Air second-quarter profit tops estimates on record revenues ,Southwest Airlines Co  posted higher-than-expected quarterly profit on Thursday as it boarded more passengers and garnered higher air fares.,normal
LUV,Southwest Airlines Company,20140724,Southwest Air 2nd-qtr profit tops estimates on record revenues ,July 24 Southwest Airlines Co posted higher-than-expected quarterly profit on Thursday as it boarded more passengers and garnered higher air fares.,normal
STO,Statoil ASA,20140724,Statoil weeks from deciding on returning gas workers to In Amenas ,OSLO  July 24 Norway's Statoil has sent up to 10 workers to Algeria's In Amenas gas plant to review new security measures after a militant attack last year  and could decide within weeks whether to permanently return staff to the site  the firm said on Thursday.,topStory
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20140724,BRIEF-TSMC orders equipment for T$926.8 mln from Applied Materials South East Asia Pacific Ltd ,July 24 Taiwan Semiconductor Manufacturing Co Ltd,topStory
TGT,Target Corporation,20140724,UPDATE 3-Japan June exports slide in warning sign for economic outlook ,* June exports -2.0 pct y/y; imports +8.4 pct y/y     * Japan logs record two full years of trade deficits     * Weak exports source of concern for policymakers     * Analysts doubt BOJ can meet inflation target   (Adds graphic link  Reuters poll  details)     By Tetsushi Kajimoto     TOKYO  July 24 Japan's exports unexpectedly fell in June for a second straight month  weighed down by a drop in shipments to Asia and the United States  signalling that weak external demand may require ,topStory
TEF,Telefonica SA,20140724,Spain's Jazztel to boost fibre optic investment plan ,MADRID  July 24 Spanish telecoms group Jazztel  is expanding its fibre optic network investment  saying on Thursday it aimed to connect 7 million homes  a target which would bring it closer to the scale of offerings from Telefonica  and Vodafone.,topStory
BX,The Blackstone Group LP,20140724,BUYOUTS-Blackstone leaning toward IPO for residential portfolio ,TRENTON  July 24 (Reuters-BUYOUTS) - The Blackstone Group  will likely exit its large portfolio of single-family rental properties through a public offering  the asset management firm's Global Head of Real Estate Jonathan Gray said this week.,topStory
TWX,Time Warner Inc,20140724,Fitch: FOX CDS Widen 50% on Potential Time Warner Combo ,(The following statement was released by the rating agency) NEW YORK  July 24 (Fitch) Significant widening in Twenty-First Century Fox   Inc.'s (FOX) five-year credit default swap (CDS) spreads is likely in reaction  to news that the media giant had made an offer to buy Time Warner Inc.   according to Fitch Solutions.  CDS on FOX have widened 50% since July 4  compared to just 3% widening observed  for Fitch Solutions' North America Media CDS Index over the same time period.   Additionally  CDS ,topStory
TWX,Time Warner Inc,20140724,Analysis: Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
TWX,Time Warner Inc,20140724,Carey pressured from both sides of Fox Time Warner deal to stay in job ,LOS ANGELES/NEW YORK Chase Carey  Twenty-First Century Fox's president and chief operating officer  may be feeling pressure to stay in his job for several more years both from his boss  Rupert Murdoch  and from the company Murdoch is trying to buy  Time Warner Inc.,normal
TSQ,Townsquare Media Inc,20140724,Radio station operator Townsquare Media shares fall in market debut ,July 24 Shares of radio station operator Townsquare Media LLC fell as much as 7 percent in their market debut  valuing the company at about $172 million.,topStory
UN,Unilever NV,20140724,Tough pricing and slower emerging markets hit Unilever sales ,LONDON Unilever   missed second-quarter sales expectations on Thursday  citing a slowdown in emerging markets and declining prices in developed ones.,topStory
UN,Unilever NV,20140724,UPDATE 2-Tough pricing and slower emerging markets hit Unilever sales ,* Unilever shares roughly flat   (Adds analyst comments  performance details  bullet points),normal
UN,Unilever NV,20140724,Britain's FTSE pinned back by weak corporate reports ,* Consumer staples lead fallers after Unilever disappoints,normal
UN,Unilever NV,20140724,Unilever sales growth hurt by slowing emerging markets ,LONDON  July 24 Unilever   reported a lower-than-expected increase in second-quarter sales on Thursday  citing a slowdown in emerging markets and continuing malaise in developed markets.,normal
UNP,Union Pacific Corporation,20140724,UPDATE 1-Union Pacific profit rises on higher grain  coal shipments ,* Revenue from coal shipments rises 1 pct   (Adds CEO comment  details  shares),topStory
UNP,Union Pacific Corporation,20140724,Union Pacific profit rises as agricultural shipments increase ,July 24 Union Pacific Corp  the largest publicly traded U.S. railroad  reported a 17 percent rise in quarterly profit  partly due to a rise in shipments at its agricultural products business.,normal
UAL,United Continental Holdings Inc,20140724,WRAPUP 1-U.S. airlines focus on investor returns as industry profits ,July 24 Major U.S. airlines posted earnings gains on Thursday  aided by higher airfares and summer demand  and the two largest carriers announced moves to return more cash to investors.,topStory
UAL,United Continental Holdings Inc,20140724,WRAPUP 1-U.S. airlines focus on investor returns as industry profits ,July 24 Major U.S. airlines posted earnings gains on Thursday  aided by higher airfares and summer demand  and the two largest carriers announced moves to return more cash to investors.,normal
UAL,United Continental Holdings Inc,20140724,United Continental sets buyback as profit increases ,United Continental Holdings Inc  reported a stronger-than-expected second-quarter profit aided by higher prices and said it plans to buy back $1 billion of stock  sending its shares up nearly 4 percent.,normal
UAL,United Continental Holdings Inc,20140724,UPDATE 1-United Continental sets buyback as profit increases ,* $1 billion repurchase to be completed within three years,normal
UAL,United Continental Holdings Inc,20140724,BRIEF-United says it is resuming Tel Aviv flights ,July 24 United Continental Holdings Inc :  * United Airlines says it is resuming flights in and out of Tel Aviv,normal
UAL,United Continental Holdings Inc,20140724,United Continental posts higher quarterly profit ,July 24 United Continental Holdings  reported strong second quarter results aided by higher prices as it flew fuller planes.,normal
UTX,United Technologies Corporation,20140724,United Continental sets buyback as profit increases ,United Continental Holdings Inc  reported a stronger-than-expected second-quarter profit aided by higher prices and said it plans to buy back $1 billion of stock  sending its shares up nearly 4 percent.,topStory
VZ,Verizon Communications Inc,20140724,Fitch Rates Verizon Communications' Proposed Exchange Offering 'A-'; Outlook Stable ,(The following statement was released by the rating agency) CHICAGO  July 24 (Fitch) Fitch Ratings has assigned an 'A-' rating to Verizon  Communications Inc.'s (NYSE: VZ) proposed senior unsecured exchange notes due  2020  2046 and 2054. VZ commenced an offer to exchange up to $12 billion of  existing senior unsecured notes that it (or its subsidiaries) had previously  issued for the new VZ notes. Fitch's current Issuer Default Rating for VZ is  'A-' with a Stable Rating Outlook. KEY RATING DRI,topStory
VZA,Verizon Communications Inc,20140724,Fitch Rates Verizon Communications' Proposed Exchange Offering 'A-'; Outlook Stable ,(The following statement was released by the rating agency) CHICAGO  July 24 (Fitch) Fitch Ratings has assigned an 'A-' rating to Verizon  Communications Inc.'s (NYSE: VZ) proposed senior unsecured exchange notes due  2020  2046 and 2054. VZ commenced an offer to exchange up to $12 billion of  existing senior unsecured notes that it (or its subsidiaries) had previously  issued for the new VZ notes. Fitch's current Issuer Default Rating for VZ is  'A-' with a Stable Rating Outlook. KEY RATING DRI,topStory
VRS,Verso Corporation,20140724,Merger of papermakers may be OK'd despite antitrust concerns ,WASHINGTON Verso Paper Corp's plan to buy privately held rival NewPage Corp could well be approved by U.S. regulators  even though the new company would make more than half the coated  paper used in magazines and catalogs.,topStory
