ACHC,Acadia Healthcare Company Inc,20121205,TEXT-S&P puts Acadia Healthcare 'B-' notes rating on watch negative ,Overview      -- U.S. behavioral health care provider Acadia Healthcare Co. Inc.  plans to acquire two behavioral health care companies with a total purchase price of about $260 million.      -- We expect the transaction to be financed with close to $200 million of  equity  following their proposed offering  with the remainder financed with  new debt.       -- We are affirming our 'B' corporate credit rating as a result of the  planned acquisition. We are placing the 'B-' issue-level rating on t,topStory
GS,Goldman Sachs Group Inc (The),20121205,UPDATE 1-German real estate firm LEG picks banks for IPO-sources ,* IPO may value company at close to 5 bln euros - sources,normal
GS,Goldman Sachs Group Inc (The),20121205,Ex-Goldman director to stay free on bail: court ,NEW YORK Former Goldman Sachs Group Inc board member Rajat Gupta can remain free on bail while he appeals his insider-trading conviction  an appeals court ruled on Tuesday.,normal
GS,Goldman Sachs Group Inc (The),20121205,UPDATE 3-Ex-Goldman director to stay free on bail -court ,NEW YORK  Dec 4 Former Goldman Sachs Group Inc  board member Rajat Gupta can remain free on bail while he appeals his insider-trading conviction  an appeals court ruled on Tuesday.,normal
HRS,Harris Corporation,20121205,California says federal immigration detention requests are voluntary ,SACRAMENTO California's attorney general said on Tuesday that state and local law enforcement agencies were not required to honor federal immigration detention requests  a declaration welcomed by immigrant rights activists.,topStory
HSBC,HSBC Holdings plc,20121205,Thai group buys $9.4 billion Ping An stake from HSBC ,HONG KONG A conglomerate controlled by Thailand's richest man has bought a minority stake in China's Ping An Insurance  for $9.38 billion from global bank HSBC  a bold move that ranks as Asia's second-largest deal this year. | Video ,topStory
HSBC,HSBC Holdings plc,20121205,UPDATE 5-Thai group buys $9.4 bln Ping An stake from HSBC ,HONG KONG  Dec 5 A conglomerate controlled by Thailand's richest man has bought a minority stake in China's Ping An Insurance for $9.38 billion from global bank HSBC  a bold move that ranks as Asia's second-largest deal this year.,normal
HSBC,HSBC Holdings plc,20121205,New Issue- Groupe Auchan SA prices 750 mln euro 2022 bond ,Notes                   Launched under issuer's EMTN programme,normal
HSBC,HSBC Holdings plc,20121205,European shares mount fresh attack on 2012 highs ,LONDON  Dec 5 European stocks rose early on Wednesday  tracking gains overnight in Asia and approaching fresh 2012 highs  after comments from China's new leader boosted global growth expectations and fuelled a rally in commodity stocks.,normal
HSBC,HSBC Holdings plc,20121205,CORRECTED-UPDATE 3-Thai group buys $9.4 bln Ping An stake from HSBC ,(Corrects Forbes valuation of tycoon's wealth in paragraph 6),normal
HSBC,HSBC Holdings plc,20121205,BRIEF-HSBC sells stake in Ping An for $9.4 bln ,LONDON  Dec 5 HSBC Holdings PLC :  * To sell its entire shareholding in ping an insurance  * Sale representing 15.57% of the issued share capital of ping an insurance,normal
HSBC,HSBC Holdings plc,20121205,HSBC sells entire $9.4 bln Ping An stake to Thai group ,HONG KONG  Dec 5 HSBC said on Wednesday it has sold its entire HK$72.7 billion ($9.38 billion) stake in Chinese insurer Ping An Insurance  as the bank seeks to sell non-core holdings.,normal
HSEA,HSBC Holdings plc,20121205,Thai group buys $9.4 billion Ping An stake from HSBC ,HONG KONG A conglomerate controlled by Thailand's richest man has bought a minority stake in China's Ping An Insurance  for $9.38 billion from global bank HSBC  a bold move that ranks as Asia's second-largest deal this year. | Video ,topStory
HSEA,HSBC Holdings plc,20121205,UPDATE 5-Thai group buys $9.4 bln Ping An stake from HSBC ,HONG KONG  Dec 5 A conglomerate controlled by Thailand's richest man has bought a minority stake in China's Ping An Insurance for $9.38 billion from global bank HSBC  a bold move that ranks as Asia's second-largest deal this year.,normal
HSEA,HSBC Holdings plc,20121205,New Issue- Groupe Auchan SA prices 750 mln euro 2022 bond ,Notes                   Launched under issuer's EMTN programme,normal
HSEA,HSBC Holdings plc,20121205,European shares mount fresh attack on 2012 highs ,LONDON  Dec 5 European stocks rose early on Wednesday  tracking gains overnight in Asia and approaching fresh 2012 highs  after comments from China's new leader boosted global growth expectations and fuelled a rally in commodity stocks.,normal
HSEA,HSBC Holdings plc,20121205,CORRECTED-UPDATE 3-Thai group buys $9.4 bln Ping An stake from HSBC ,(Corrects Forbes valuation of tycoon's wealth in paragraph 6),normal
HSEA,HSBC Holdings plc,20121205,BRIEF-HSBC sells stake in Ping An for $9.4 bln ,LONDON  Dec 5 HSBC Holdings PLC :  * To sell its entire shareholding in ping an insurance  * Sale representing 15.57% of the issued share capital of ping an insurance,normal
HSEA,HSBC Holdings plc,20121205,HSBC sells entire $9.4 bln Ping An stake to Thai group ,HONG KONG  Dec 5 HSBC said on Wednesday it has sold its entire HK$72.7 billion ($9.38 billion) stake in Chinese insurer Ping An Insurance  as the bank seeks to sell non-core holdings.,normal
HSEB,HSBC Holdings plc,20121205,Thai group buys $9.4 billion Ping An stake from HSBC ,HONG KONG A conglomerate controlled by Thailand's richest man has bought a minority stake in China's Ping An Insurance  for $9.38 billion from global bank HSBC  a bold move that ranks as Asia's second-largest deal this year. | Video ,topStory
HSEB,HSBC Holdings plc,20121205,UPDATE 5-Thai group buys $9.4 bln Ping An stake from HSBC ,HONG KONG  Dec 5 A conglomerate controlled by Thailand's richest man has bought a minority stake in China's Ping An Insurance for $9.38 billion from global bank HSBC  a bold move that ranks as Asia's second-largest deal this year.,normal
HSEB,HSBC Holdings plc,20121205,New Issue- Groupe Auchan SA prices 750 mln euro 2022 bond ,Notes                   Launched under issuer's EMTN programme,normal
HSEB,HSBC Holdings plc,20121205,European shares mount fresh attack on 2012 highs ,LONDON  Dec 5 European stocks rose early on Wednesday  tracking gains overnight in Asia and approaching fresh 2012 highs  after comments from China's new leader boosted global growth expectations and fuelled a rally in commodity stocks.,normal
HSEB,HSBC Holdings plc,20121205,CORRECTED-UPDATE 3-Thai group buys $9.4 bln Ping An stake from HSBC ,(Corrects Forbes valuation of tycoon's wealth in paragraph 6),normal
HSEB,HSBC Holdings plc,20121205,BRIEF-HSBC sells stake in Ping An for $9.4 bln ,LONDON  Dec 5 HSBC Holdings PLC :  * To sell its entire shareholding in ping an insurance  * Sale representing 15.57% of the issued share capital of ping an insurance,normal
HSEB,HSBC Holdings plc,20121205,HSBC sells entire $9.4 bln Ping An stake to Thai group ,HONG KONG  Dec 5 HSBC said on Wednesday it has sold its entire HK$72.7 billion ($9.38 billion) stake in Chinese insurer Ping An Insurance  as the bank seeks to sell non-core holdings.,normal
HUM,Humana Inc,20121205,TEXT-S&P rates Humana Inc. planned notes 'BBB' ,Dec 5 - Standard & Poor's Ratings Services said today that it has assigned its 'BBB' senior unsecured debt rating to Humana Inc.'s (NYSE: HUM) (BBB/Positive/--) planned issuance of approximately $1 billion in senior unsecured notes. This issuance will consist of a mix of 10-year and 30-year maturities.  We expect Humana to use the debt proceeds to fund its pending acquisition of  Metropolitan Health Networks Inc. (B+/Watch Pos/--)  a Florida-based medical  services organization (MSO). The transa,topStory
HUM,Humana Inc,20121205,TEXT-Fitch expects to rate Humana's new notes 'BBB' ,Dec 5 - Fitch Ratings said today that it expects to assign 'BBB' ratings to Humana Inc.'s (HUM) planned issue of approximately $1 billion of senior unsecured notes.  The 'BBB' ratings are equivalent to Fitch's ratings on HUM's currently outstanding senior unsecured notes.  Fitch's expectation is that the notes will be issued with a mix of 10 and 30 year maturities and that proceeds will be used to fund a portion of HUM's previously announced acquisition of Metropolitan Health Networks  Inc. (MDF,normal
JPM,J P Morgan Chase & Co,20121205,FERC dismisses JP Morgan complaint against California ISO ,Federal energy regulators on Wednesday dismissed a complaint by the energy trading arm of JPMorgan Chase & Co against California's power grid operator for energy generated in the second quarter of 2012.,topStory
JPM,J P Morgan Chase & Co,20121205,UPDATE 1-US FERC dismisses JP Morgan complaint against California ISO ,* JP Morgan seeks $3.7 million from California ISO     * FERC agrees with ISO request for more time to settle       Dec 5 U.S. federal energy regulators on Wednesday dismissed a complaint by the energy trading arm of JPMorgan Chase & Co against California's power grid operator for energy generated in the second quarter of 2012.     J.P. Morgan Ventures Energy Corp  the JPMorgan unit  filed the complaint with the U.S. Federal Energy Regulatory Commission (FERC) against the California ,normal
JPM,J P Morgan Chase & Co,20121205,US FERC dismisses JP Morgan complaint against California ISO ,Dec 5 U.S. federal energy regulators on Wednesday dismissed a complaint by the energy trading arm of JPMorgan Chase & Co against California's power grid operator for energy generated in the second quarter of 2012.     J.P. Morgan Ventures Energy Corp  the JPMorgan unit  filed the complaint with the U.S. Federal Energy Regulatory Commission (FERC) against the California Independent System Operator (California ISO)  on Sept. 14  2012  alleging the state's grid operator violated its tar,normal
KB,KB Financial Group Inc,20121205,KB Financial puts off decision on ING's S.Korean unit buy to Dec 18 ,SEOUL  Dec 5 KB Financial Group Inc's  board has postponed a decision on the purchase of ING Groep NV's South Korean insurance unit to December 18  KB said in a statement on Wednesday.,topStory
PHG,Koninklijke Philips NV,20121205,EU imposes record $1.9 billion cartel fine on Philips  five others ,BRUSSELS The European Commission imposed the biggest antitrust penalty in its history on Wednesday  fining six firms including Philips  LG Electronics and Panasonic a total of 1.47 billion euros ($1.92 billion) for running two cartels for nearly a decade.,topStory
PHG,Koninklijke Philips NV,20121205,UPDATE 3-EU imposes record 1.47 bln euro cartel fine on Philips  5 others ,* Philips fined 313.4 mln euros  LG Electronics 295.6 mln,normal
PHG,Koninklijke Philips NV,20121205,Philips says to take provision for EU fine in Q4 ,AMSTERDAM  Dec 5 Philips Electronics  said on Wednesday it will take a provision of 509 million euros ($666 million) in the fourth quarter to cover an EU fine for cartel practices in its television business.,normal
PHG,Koninklijke Philips NV,20121205,Philips plans to appeal EU fine for competition violation ,AMSTERDAM Philips Electronics said on Wednesday it planned to appeal a European Commission fine for violating competition rules in the cathode-ray tubes industry.,normal
PHG,Koninklijke Philips NV,20121205,Philips plans to appeal EU fine for competition violation ,AMSTERDAM  Dec 5 Philips Electronics  said on Wednesday it planned to appeal a European Commission fine for violating competition rules in the cathode-ray tubes industry.,normal
PHG,Koninklijke Philips NV,20121205,CORRECTED-Philips  LG Electronics  4 others fined 1.47 bln euros for EU cartel ,(Makes clear fines were for two cartels  each lasting a decade),normal
LNC,Lincoln National Corporation,20121205,Analysis: Ford readies to revamp Lincoln yet again to save brand ,DETROIT After failing numerous times to revamp its lagging Lincoln brand  Ford Motor Co  is preparing to try yet again with a new compact crossover aimed at younger drivers looking for a finely crafted but low-key luxury car.,topStory
LMT,Lockheed Martin Corporation,20121205,Pentagon's maverick F-35 manager values accountability ,WASHINGTON Air Force Lieutenant General Christopher Bogdan jolted many when after just five weeks on the $396 billion F-35 fighter jet program  he said ties between Lockheed Martin Corp and the U.S. government were the "worst" he had ever seen.,topStory
LMT,Lockheed Martin Corporation,20121205,NEWSMAKER-Pentagon's maverick F-35 manager values accountability ,WASHINGTON  Dec 5 Air Force Lieutenant General Christopher Bogdan jolted many when after just five weeks on the $396 billion F-35 fighter jet program  he said ties between Lockheed Martin Corp and the U.S. government were the "worst" he had ever seen.,normal
LMT,Lockheed Martin Corporation,20121205,Pentagon opens rocket launches to competition ,WASHINGTON The Pentagon has approved a plan that will allow the U.S. Air Force to buy up to 36 rocket launches for government satellites from a joint venture of Lockheed Martin Corp  and Boeing Co   while opening up to 14 launches to competition from other companies  the Air Force said on Tuesday.,normal
LMT,Lockheed Martin Corporation,20121205,Pentagon opens rocket launches to competition ,WASHINGTON  Dec 4 The Pentagon has approved a plan that will allow the U.S. Air Force to buy up to 36 rocket launches for government satellites from a joint venture of Lockheed Martin Corp and Boeing Co  while opening up to 14 launches to competition from other companies  the Air Force said on Tuesday.,normal
M,Macy&#39;s Inc,20121205,More shoppers on Thanksgiving vs Friday: Reuters/Ipsos ,Opening their doors and offering sales on Thanksgiving did more than give retailers an early start to the holiday shopping season - the holiday actually may have drawn more shoppers than "Black Friday." | Video ,topStory
MCK,McKesson Corporation,20121205,TEXT-Fitch affirms McKesson's ratings at 'A-' ,Dec 5 - Fitch Ratings has affirmed the long-term ratings  including the Issuer Default Rating (IDR)  of McKesson Corporation (MCK) at 'A-'. A full list of rating actions is provided at the end of this release.  The ratings apply to approximately $4.5 billion of debt outstanding as of the date of this release. The Rating Outlook is Stable.  KEY RATING CONSIDERATIONS  -- Steady pharmaceutical demand and the oligopolistic market position support a stable operating profile.  -- The branded patent cl,topStory
MTL,Mechel PAO,20121205,Russia's Mechel secures restructuring of $1 bln loan ,MOSCOW  Dec 5 Debt-laden Russian mining and steel firm Mechel has secured the restructuring of $1 billion syndicated loan  the company said on Wednesday.,topStory
MCO,Moody&#39;s Corporation,20121205,Moody's downgrades Odeon's rating to B3; outlook stable , Odeon & UCI Bond Midco Limited (Odeon)    ,topStory
MCO,Moody&#39;s Corporation,20121205,Moody's cuts S.African banks' outlook to negative ,JOHANNESBURG  Dec 5 Moody's credit rating agency has lowered its outlook for South African banks' to "negative" from "stable"  citing their overexposure to government debt  the deteriorating economic outlook and liquidity challenges.,normal
MCO,Moody&#39;s Corporation,20121205,Moody's assigns B2 Corporate Family Rating to KM Germany Holdings GmbH ,KM Germany Holdings GmbH   ,normal
MCO,Moody&#39;s Corporation,20121205,Moody's assigns definitive ratings to Amber Circle Funding Ltd notes ,Amber Circle Funding Limited     ,normal
MCO,Moody&#39;s Corporation,20121205,Moody's downgrades Invitel to Caa3 from Caa1  outlook remains negative ,For the full text of this story please click the following link:,normal
MS,Morgan Stanley,20121205,New Issue-Assgen prices 1.25 bln euro 2042 bond ,Borrower                Assicurazioni Generali S.p.A (Assgen),topStory
MS,Morgan Stanley,20121205,TEXT-Fitch affirms Sears Holdings IDR at 'CCC'  outlook is negative ,Dec 5 - Fitch Ratings has affirmed its long-term Issuer Default Ratings (IDR) on Sears Holdings Corporation (Holdings) and its various subsidiary entities (collectively  Sears) at 'CCC'. The Rating Outlook is Negative. A full ratings list is shown below.  The magnitude of Sears' decline in profitability and lack of visibility to turn operations around remains a major concern. Fitch expects 2012 EBITDA could be in the range of $400-$500 million mainly on significant expense reduction of $500 mill,normal
MS,Morgan Stanley,20121205,STOCKS NEWS EUROPE-Morgan Stanley focuses on cheap banks ,Morgan Stanley says its focus is on a few cheap banks where it sees strong earnings power in their core franchises and reasonable odds that they can accelerate restructuring  exit non-core assets effectively and start to pay good dividends.,normal
NVO,Novo Nordisk A/S,20121205,Moody's upgrades Novo Nordisk's rating to A1; stable outlook ,For the full text of this story please click the following link:,topStory
NRG,NRG Energy Inc,20121205,NRG Energy drops plan to build 800-MW coal-fired unit in Texas ,HOUSTON  Dec 5 NRG Energy has canceled a plan to add an 800-megawatt coal-fired unit at its Limestone plant in Texas  citing the abundant supply of affordable natural gas that makes coal  plants less economic  NRG officials said.,topStory
OXY,Occidental Petroleum Corporation,20121205,Occidental moves quarterly dividend payment into 2012 ,Dec 5 Occidental Petroleum Corp  the fourth-largest U.S. oil company  said on Wednesday it was bringing forward the payment of its dividend to 2012 instead of 2013.,topStory
OCN,Ocwen Financial Corporation,20121205,NY regulator requires monitor to oversee Ocwen mortgage practices ,A New York state regulator said it has ordered Ocwen Financial Corp to hire a monitor to make sure the growing mortgage servicer complies with a previous agreement to reform its practices.,topStory
OCN,Ocwen Financial Corporation,20121205,NY regulator requires monitor to oversee Ocwen mortgage practices ,Dec 5 A New York state regulator said it has ordered Ocwen Financial Corp to hire a monitor to make sure the growing mortgage servicer complies with a previous agreement to reform its practices.,normal
OCN,Ocwen Financial Corporation,20121205,New York regulator yet to approve Ocwen's two recent deals: WSJ ,New York's top state bank regulator is yet to approve Ocwen Financial Corp's recent agreements to buy two mortgage servicing firms as a result of concerns about what it says are unfair loan practices  the Wall Street Journal reported.,normal
OCN,Ocwen Financial Corporation,20121205,New York regulator yet to approve Ocwen's two recent deals - WSJ ,Dec 4 New York's top state bank regulator is yet to approve Ocwen Financial Corp's recent agreements to buy two mortgage servicing firms as a result of concerns about what it says are unfair loan practices  the Wall Street Journal reported.,normal
ORI,Old Republic International Corporation,20121205,TEXT-Fitch raises Old Republic International Corp's ratings ,Dec 5 - Fitch Ratings has removed from Rating Watch-Negative and upgraded Old Republic International Corporation's (ORI) holding company ratings by two notches  including the senior debt rating to 'BB+' from 'BB-'. Fitch has also affirmed and removed from Rating Watch-Negative the Insurer Financial Strength (IFS) ratings of ORI's insurance subsidiaries at 'A-'. The Rating Outlook is Stable. A full list of ratings follows at the end of this release.   These rating actions reflect Fitch's reduced ,topStory
P,Pandora Media Inc,20121205,UPDATE 4-Pandora Media blames 'fiscal cliff' for lowered outlook ,* Q4 revenue expected between $120 mln to $123 mln; below Street view,topStory
PFE,Pfizer Inc,20121205,Pfizer breast cancer drug delays progression 18 months ,An experimental drug showed impressive effectiveness and safety in a mid-stage trial against a common form of advanced breast cancer  lifting Pfizer Inc shares nearly 2 percent.,topStory
PFE,Pfizer Inc,20121205,Pfizer breast cancer drug delays progression 18 months ,Dec 5 An experimental drug showed impressive effectiveness and safety in a mid-stage trial against a common form of advanced breast cancer  lifting Pfizer Inc  shares nearly 2 percent.,normal
PAA,Plains All American Pipeline LP,20121205,Plains All American to buy crude oil rail terminals for $500 mln ,Dec 5 Plains All American Pipeline LP  said it will buy four operating crude oil rail terminals and other assets from U.S. Development Group for about $500 million as North American oil output growth continues to outpace infrastructure development.,topStory
PRA,ProAssurance Corporation,20121205,TEXT-Fitch affirms ProAssurance IFS at 'A' ,Dec 5 - Fitch Ratings has affirmed ProAssurance Corporation's (PRA) Issuer Default Rating (IDR) at 'BBB+'. Fitch has also affirmed the 'A' Insurer Financial Strength (IFS) ratings of PRA's primary insurance operating companies (listed below). The Rating Outlook for all ratings is Stable.  Fitch's rating action is based on a proforma analysis of PRA's capital following today's announcement of a two-for-one stock split  a special dividend of approximately $153 million  regular shareholder dividend,topStory
R,Ryder System Inc,20121205,Love wins U.S. Golf Association Bob Jones Award ,Davis Love III  winner of the 1997 PGA Championship and U.S. captain at the 2012 Ryder Cup  was named as recipient of the U.S. Golf Association's Bob Jones Award on Wednesday.,topStory
SNY,Sanofi,20121205,TEXT-Fitch affirms Sanofi at 'AA-'; outlook stable ,In 2011  Sanofi was the third largest pharmaceuticals company worldwide in terms  of pharmaceutical sales (behind Pfizer  and Merck ) according to Fitch  calculations and the number one market player in Europe. Sanofi also holds a  world-leading market position in the animal health market in 2011 and owns the  largest player in the strong growing anti-diabetic market. Due to its size  the  company benefits from economies of scale in terms of R&D and sales force and  from some market power with r,topStory
SAP,SAP SE,20121205,UBS hires SAP's Kuelps as communications  branding head ,ZURICH  Dec 5 UBS said on Tuesday SAP  executive Hubertus Kuelps will take over as communications and branding head on Jan. 1  the second high-profile move in the unit in a month.,topStory
CKH,SEACOR Holdings Inc,20121205,TEXT-Fitch cuts SEACOR Holdings' to 'BB-'  outlook now stable ,Dec 5 - Fitch Ratings has downgraded SEACOR Holdings  Inc.'s  (SEACOR; NYSE: CKH) ratings as follows:  --IDR to 'BB-' from 'BB+'; --Senior unsecured credit facility to 'BB-' from 'BB+'; --Senior unsecured notes to 'BB-' from 'BB+'; --Fitch has assigned ratings to the proposed private placement issuance of $250 million in convertible notes at 'BB-'. --Fitch does not rate the secured credit facility or newly issued senior unsecured notes at Era Group Inc.  which are non-recourse to SEACOR Holdings,topStory
SIX,Six Flags Entertainment Corporation New,20121205,TEXT-S&P rates Six Flags Entertainment Corp.'s proposed notes ,Dec 5 - Standard & Poor's Ratings Services today assigned Grand Prairie  Texas-based theme park operator Six Flags Entertainment Corp.'s (SFEC) proposed $600 million senior unsecured notes a 'BB-' issue-level rating (one notch lower than our 'BB' corporate credit rating on the company). The recovery rating on this debt is '5'  indicating our expectation for modest (10% to 30%) recovery for lenders in the event of a payment default. The company will use the proceeds from the notes to fund increas,topStory
SKM,SK Telecom Co Ltd,20121205,TEXT-Fitch rates SK Telecom's USD notes final 'A-' ,(The following statement was released by the rating agency),topStory
BID,Sotheby&#39;s,20121205,Rare Raphael drawing raises record $48 million ,LONDON One of the greatest drawings by Renaissance master Raphael still in private hands sold for 29.7 million pounds ($47.9 million) on Wednesday  an auction record for the artist in sterling terms and double pre-sale expectations.,topStory
BID,Sotheby&#39;s,20121205,Rare Raphael drawing raises record $48 million ,LONDON  Dec 5 One of the greatest drawings by Renaissance master Raphael still in private hands sold for 29.7 million pounds ($47.9 million) on Wednesday  an auction record for the artist in sterling terms and double pre-sale expectations.,normal
BID,Sotheby&#39;s,20121205,French clock fetches record $6.8 million at auction ,NEW YORK An 1835 French clock sold for a record $6.8 million on Tuesday  the highest price ever paid for a clock at auction.,normal
S,Sprint Corporation,20121205,MetroPCS execs bemoan valuation ahead of T-Mobile deal ,NEW YORK MetroPCS Communications Inc  executives complained on Wednesday that the market is undervaluing its shares ahead of the merger with planned T-Mobile USA and too focused on whether or not Sprint Nextel Corp  would make a counterbid.,topStory
S,Sprint Corporation,20121205,MetroPCS execs bemoan valuation ahead of T-Mobile deal ,NEW YORK  Dec 5 MetroPCS Communications Inc  executives complained on Wednesday that the market is undervaluing its shares ahead of the merger with planned T-Mobile USA and too focused on whether or not Sprint Nextel Corp would make a counterbid.,normal
STO,Statoil ASA,20121205,Brazil oil output slips for 7th month; Statoil regains No. 2 spot ,RIO DE JANEIRO  Dec. 5 Brazil's output of oil and natural gas fell in October for a seventh straight month  as maintenance of Petrobras' offshore oil platforms limited output from the country's most productive area  Brazil's oil regulator  the ANP  said Wednesday.,topStory
TK,Teekay Corporation,20121205,Belgian shipping firm Exmar in LPG joint venture with Teekay ,BRUSSELS  Dec 5 Belgian natural gas shipping firm Exmar has entered into a joint venture with Teekay Liquified Natural Gas Partners to benefit from growth in demand for liquefied petroleum gas (LPG).,topStory
GCI,TEGNA Inc,20121205,BRIEF-Gannett expects ad revenue at its pubishing division to decline 6 percent in Q4 ,Dec 5 Gannett Co Inc :  * Expects ad revenue at its pubishing division to decline 6 percent in Q4  * Expects circ revenue to be up 10 percent in Q4,topStory
TI,Telecom Italia SPA,20121205,Telecom Italia to discuss Sawiris proposal at board meeting ,MILAN  Dec 5 Telecom Italia will discuss the proposal put forward by Egyptian businessman Naguib Sawiris to inject fresh cash into the company at its board meeting on Thursday  a Telecom Italia board member said on Wednesday.,topStory
TI,Telecom Italia SPA,20121205,Third offer for Telecom Italia Media could come overnight-Ben Ammar ,MILAN  Dec 5 A third offer to buy Italian broadcaster Telecom Italia Media could come overnight  Tunisian businessman Tarak Ben Ammar  who sits on the board of Telecom Italia  said on Wednesday.,normal
TU,TELUS Corporation,20121205,TEXT-Fitch affirms Telus' IDR at 'BBB+' ,Dec 5 - Fitch Ratings has affirmed the ratings for TELUS Corporation   (TSX: T  T.A.  NYSE: TU) and its subsidiary as follows:  TELUS Corporation (TELUS) --Issuer Default Rating (IDR) at 'BBB+'; --Senior unsecured notes at 'BBB+'.  TELUS Communications Inc (TCI) --IDR at 'BBB+'; --Senior unsecured debentures at 'BBB+'.  The Rating Outlook is Stable.  TELUS' ratings reflect the stability of the company's diversified operations  its position as one of the three principal national wireless operator,topStory
TEVA,Teva Pharmaceutical Industries Limited,20121205,With Teva at crossroads  new CEO set to unveil vision ,NEW YORK/TEL AVIV Teva Pharmaceutical Industries' new Chief Executive Jeremy Levin has promised investors it will be a very different company going forward. Next week he has to prove it.,topStory
TEVA,Teva Pharmaceutical Industries Limited,20121205,PREVIEW-With Teva at crossroads  new CEO set to unveil vision ,* Teva meeting with investors  analysts Dec. 11 in New York,normal
BX,The Blackstone Group LP,20121205,Blackstone launching Asian real estate fund ,NEW YORK Blackstone Group LP  is starting a new real estate fund focused on Asia as it seizes on a "golden moment" to buy and sell in the property market  its president said on Wednesday.,topStory
BX,The Blackstone Group LP,20121205,UPDATE 1-Blackstone launching Asian real estate fund ,NEW YORK  Dec 5 Blackstone Group LP is starting a new real estate fund focused on Asia as it seizes on a "golden moment" to buy and sell in the property market  its president said on Wednesday.,normal
BX,The Blackstone Group LP,20121205,BRIEF-Blackstone starting Asian real estate fund ,Dec 5 Blackstone Group LP President and COO Tony James at the Goldman Sachs financial services conference:  * Blackstone ow starting Asian real estate fund,normal
BX,The Blackstone Group LP,20121205,Blackstone buys Dutch trust firm Intertrust ,AMSTERDAM U.S. private equity firm Blackstone Group LP  has agreed to buy Dutch tax consultancy Intertrust for a reported 675 million euros ($883 million).,normal
BX,The Blackstone Group LP,20121205,Blackstone buys Dutch trust firm Intertrust ,AMSTERDAM  Dec 5 U.S. private equity firm Blackstone Group LP has agreed to buy Dutch tax consultancy Intertrust for a reported 675 million euros ($883 million).,normal
TRV,The Travelers Companies Inc,20121205,Travelers estimates gross loss of $1.14 billion from Sandy ,Travelers Cos Inc  said its preliminary estimate of net losses from superstorm Sandy was about $650 million after tax.,topStory
TRV,The Travelers Companies Inc,20121205,Travelers estimates gross loss of $1.14 bln from Sandy ,Dec 5 Travelers Cos Inc said its preliminary estimate of net losses from superstorm Sandy was about $650 million after tax.,normal
TRI,Thomson Reuters Corp,20121205,NASA aims to launch Mars rover twin in 2020 ,SAN FRANCISCO NASA plans to follow up its Mars rover Curiosity mission with a duplicate rover that could collect and store samples for return to Earth  the agency's lead scientist said on Tuesday.,topStory
TOT,Total SA,20121205,UPDATE 1-Total makes significant oil discovery in Gulf of Mexico ,PARIS  Dec 5 Total has made a significant oil discovery in the Gulf of Mexico with a potential of several hundred million barrels of oil  the French oil major said on Wednesday.,topStory
UNP,Union Pacific Corporation,20121205,Investigators await interview with driver in fatal Texas train crash ,SAN ANGELO  Texas The National Transportation Safety Board said on Wednesday it had yet to interview the driver of a truck carrying U.S. military veterans that was struck by a train in a fatal accident in Texas  and added it may take up to 18 months to wrap up the investigation.,topStory
WMT,Wal-Mart Stores Inc,20121205,Exclusive: How Wal-Mart got a foot in the door of India's retail market ,MUMBAI Wal-Mart Stores Inc  prepared its entry into India's supermarket sector in 2010 with a $100 million investment into a consultancy with no employees  no profits and a scant $14 000 in revenue.,topStory
WMT,Wal-Mart Stores Inc,20121205,EXCLUSIVE-How Wal-Mart got a foot in the door of India's retail market ,MUMBAI  Dec 5 Wal-Mart Stores Inc  prepared its entry into India's supermarket sector in 2010 with a $100 million investment into a consultancy with no employees  no profits and a scant $14 000 in revenue.,normal
DIS,Walt Disney Company (The),20121205,Netflix says it won't raise prices after Disney deal ,NEW YORK Netflix Inc doesn't plan to pass along the cost of the rights to Walt Disney Co movies to subscribers  a senior executive at the video streaming company said on Wednesday.,topStory
DIS,Walt Disney Company (The),20121205,Disney CFO: ESPN ad sales slightly ahead of last year ,NEW YORK Advertising sales at Walt Disney Co's sports powerhouse ESPN are running slightly ahead of the level they reached at the same point last year  Disney Chief Financial Officer Jay Rasulo said on Wednesday.,normal
DIS,Walt Disney Company (The),20121205,Starz could benefit from skipping Disney deal: analysts ,Passing on a pricy Disney distribution deal could help premium movie channel Starz become a more attractive acquisition target for media companies when Liberty Media spins it off in late December or January  analysts say.,normal
DIS,Walt Disney Company (The),20121205,Starz could benefit from skipping Disney deal - analysts ,Dec 5 Passing on a pricy Disney distribution deal could help premium movie channel Starz become a more attractive acquisition target for media companies when Liberty Media spins it off in late December or January  analysts say.,normal
DIS,Walt Disney Company (The),20121205,UPDATE 1-Netflix says it won't raise prices after Disney deal ,NEW YORK  Dec 5 Netflix Inc doesn't plan to pass along the cost of the rights to Walt Disney Co  movies to subscribers  a senior executive at the video streaming company said on Wednesday.,normal
DIS,Walt Disney Company (The),20121205,Netflix says it won't raise prices after Disney deal ,NEW YORK  Dec 5 Netflix Inc doesn't plan to pass along the cost o f the rights to Walt Disney Co  movies to subscribers  a senior Netflix executive said on Wednesday.,normal
DIS,Walt Disney Company (The),20121205,UPDATE 4-Netflix to get Disney films in TV distribution deal ,* Disney movies will be available on Netflix starting 2016,normal
YUM,Yum! Brands Inc,20121205,Analysis: China diners say more than economy hurting Yum's KFC ,NEW YORK A slowdown in China's economy is not the only strain on Kentucky Fried Chicken's business in the country  where competition is getting tougher and customers are getting pickier.,topStory
