AMZN,Amazoncom Inc,20121109,Amazon unveils wine marketplace in some U.S. states ,SAN FRANCISCO Amazon.com Inc unveiled a new online wine marketplace on Thursday  in the company's second attempt to crack a sector curtailed by a tangle of complex regulations.,topStory
LMT,Lockheed Martin Corporation,20121109,Lockheed sees increased Singapore interest in F-35 fighter ,WASHINGTON Singapore is showing increased interest in buying Lockheed Martin Corp's  F-35 Joint Strike Fighter  a top executive with the company said late on Thursday  a week after China unveiled a second stealth fighter called the J-31.,normal
LMT,Lockheed Martin Corporation,20121109,Lockheed sees increased Singapore interest in F-35 fighter ,* Singapore became security partner on F-35 in 2003     * New Pentagon F-35 program chief to take over Dec. 6      By Andrea Shalal-Esa     WASHINGTON  Nov 9 Singapore is showing increased interest in buying Lockheed Martin Corp's F-35 Joint Strike Fighter  a top executive with the company said late on Thursday  a week after China unveiled a second stealth fighter called the J-31.     Lockheed is building three variants of the stealthy warplane for the U.S. military and eight interna,normal
LOW,Lowe&#39;s Companies Inc,20121109,UPDATE 3-CEO of Canada's Rona steps down; shares jump ,* Rona shares jump more than 7 percent   (Recasts with surprise after disappointing results  adds investor comments  updates share price move),topStory
MFC,Manulife Financial Corp,20121109,TEXT - S&P comments on Manulife Financial ,(The following statement was released by the rating agency),topStory
MA,Mastercard Incorporated,20121109,UPDATE 3-US retail credit card fee settlement gets preliminary OK ,Nov 9 A U.S. judge on Friday granted preliminary approval to a proposed $7.2 billion settlement between merchants and Visa Inc and Mastercard Inc over credit card fees  despite objections from hundreds of retailers  including Wal-Mart Stores Inc.,topStory
MA,Mastercard Incorporated,20121109,BRIEF-US judge grants preliminary approval to merchants' $7.2 billion card fee settlement with Visa  MasterCard ,NEW YORK  Nov 9 :  * US judge grants preliminary approval to merchants' $7.2 billion card fee,normal
MTG,MGIC Investment Corporation,20121109,MGIC gets breather with Freddie Mac settlement ,MGIC Investment Corp  will be able to continue selling mortgage insurance throughout the United States after the company agreed to pay $267.5 million to Freddie Mac  to settle a dispute that threatened the insurer's future.,topStory
MTG,MGIC Investment Corporation,20121109,UPDATE 1-MGIC gets breather with Freddie Mac settlement ,Nov 9 MGIC Investment Corp will be able to continue selling mortgage insurance throughout the United States after the company agreed to pay $267.5 million to Freddie Mac to settle a dispute that threatened the insurer's future.,normal
MTG,MGIC Investment Corporation,20121109,MGIC to pay $267.5 million to settle dispute with Freddie Mac ,Nov 9 Mortgage insurer MGIC Investment Corp  said it would pay Freddie Mac $267.5 million to settle a dispute that had threatened to stop it from writing new insurance throughout the United States.,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's on 5 J.G. Wentworth structured settlement securitizations ,Nov 9 J.G. Wentworth:  * Moody's: no negative rating impact due to swap novations on five j.g.,topStory
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's: Willbros' ratings unaffected by amended credit agreement ,Nov 9 Willbros Group Inc :  * Moody's: willbros' ratings unaffected by amended credit agreement  * Rpt-moody's: willbros' ratings unaffected by amended credit agreement,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF - Moody's maintains review of Aviva USA Life Insurance Group ,Nov 9 Moody's maintains review of Aviva USA Life Insurance Group following announcement of sale discussions,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's: market conditions masking U.S. nuclear plant reliability issues ,Nov 9 Nuclear power plants:  * Moody's: market conditions masking US nuclear plant reliability issues  * Rpt-moody's: market conditions masking us nuclear plant reliability issues,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's: outlook for global beverage industry remains stable ,Nov 9 Global beverage industry:  * Moody's: outlook for global beverage industry remains stable,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's: Lower-Rated US High-Yield Bonds' Covenant Quality Worsens in October ,http://v3.moodys.com/page/viewresearchdoc.aspx?docid=PR_259552&WT.mc_id=NLTITLE_YYYYMMDD_PR_259552,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF - Moody's revises Central European Media outlook ,Nov 9 Moody's revises Central European Media rating outlook to negative from positive,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's:Lower-rated US high-yield bonds' covenant quality worsens in October ,Nov 09 TransUnion Holding Co.  Petco Holdings  Inc.  Jo-Ann Stores Holdings Inc.  Jaguar Holding Co.  BWAY Parent Company  Inc.  NBTY  Inc.  & Alphabet Holding Company  Inc,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's assigns Aa2 enhanced rating with stable outlook to Potterville Public Schools' (MI) $3.91 million General Obligation Unlimited Tax Refunding Bonds  Series 2012 ,Nov 9 Moody's assigns Aa2 enhanced rating with stable outlook to Potterville Public Schools' (MI) $3.91 million General Obligation Unlimited Tax Refunding Bonds  Series 2012,normal
MCO,Moody&#39;s Corporation,20121109,BRIEF-Moody's assigns A2 underlying rating and Aa2 enhanced rating with stable outlook to Leslie Public School District's (MI) $4.3 million 2012 Refunding Bonds (General Obligation Unlimited Tax) ,Nov 9 Moody's assigns A2 underlying rating and Aa2 enhanced rating with stable outlook to Leslie Public School District's (MI) $4.3 million 2012 Refunding Bonds (General Obligation Unlimited Tax),normal
NYT,New York Times Company (The),20121109,PRESS DIGEST-New York Times business news - Nov 9 ,Nov 9 The following are the top stories on the New York Times business pages on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
JWN,Nordstrom Inc,20121109,REFILE-UPDATE 2-Nordstrom loyalty  online plans cost more than expected ,* Now sees bigger FY drop in gross margin  higher minimum SGA expenses,topStory
NVO,Novo Nordisk A/S,20121109,Novo Nordisk starts new share buyback programme ,COPENHAGEN  Nov 9 Denmark's Novo Nordisk  said on Friday it would start a new 1.5 billion Danish crown ($256 million) share repurchase programme as part of its previously announced 12-month buyback plan.,topStory
NVO,Novo Nordisk A/S,20121109,UPDATE 1-Novo Nordisk upbeat on Tresiba insulin's U.S. prospects ,COPENHAGEN  Nov 9 Denmark's Novo Nordisk  sees strong commercial potential for degludec  its long-acting insulin  which is poised to receive the green light from U.S. regulators.,normal
NVO,Novo Nordisk A/S,20121109,Novo sees costs of further degludec studies at $256 mln ,COPENHAGEN  Nov 9 Denmark's Novo Nordisk  said on Friday it expected costs for additional cardiovascular studies of its new insulin degludec to amount to about 1.5 billion Danish crowns ($255.93 million) over the next six years.,normal
NVO,Novo Nordisk A/S,20121109,European shares edge higher  led by Novo Nordisk ,LONDON  Nov 9 European shares edged off one-week lows on Friday  helped by fresh forecast-beating data from China and a solid gain for Danish drugmaker Novo Nordisk  after one of its products gained U.S. approval.,normal
NVO,Novo Nordisk A/S,20121109,Novo shares jump after panel recommends degludec approval ,COPENHAGEN  Nov 9 Shares in Denmark's Novo Nordisk on Friday jumped 8.6 percent after an advisory panel to the FDA in the United states late on Thursday voted to recommend approval of long-acting insulin degludec.,normal
NVO,Novo Nordisk A/S,20121109,Novo to start label talks with FDA on Tresiba soon ,COPENHAGEN  Nov 9 Denmark's Novo Nordisk  on Friday said it expected to start labelling discussions with the U.S. Food and Drug Administration (FDA) on its new long-acting insulin Tresiba shortly.,normal
PPL,PPL Corporation,20121109,PPL shuts Susquehanna 2 reactor due to control system fault ,Nov 9 PPL Corp said it shut down its 1 190-megawatt Unit 2 at the Susquehanna nuclear power plant in Pennsylvania on Friday after a computer system that controls the reactor's water level malfunctioned.     "Operators manually shut down the reactor when they identified the malfunction " PPL said in a statement.     During the outage  employees will address the control system malfunction and begin a previously scheduled turbine blade inspection  PPL said.     Susquehanna 1 continued t,topStory
RIO,Rio Tinto Plc,20121109,Miner Rio Tinto says fresh China stimulus unlikely soon ,MELBOURNE/SYDNEY China's incoming leadership change is unlikely to spur fresh economic stimulus measures anytime soon  according to global miner Rio Tinto   which sells tens of millions of tons of iron ore  copper and coal to China annually.,topStory
RBS,Royal Bank Scotland plc (The),20121109,Forward Calendar - U.S. corporate bond new issues ,Nov 9 The following are lists of upcoming high-grade and high-yield corporate bond offerings in the United States. The information was gathered from Thomson Reuters U.S. new issues team  and other market sources:   *Denotes 144a private placement debt offering.  HIGH-GRADE BOND SALES EXPECTED FOR WEEK OF 11/5/2012                             COMPANY           AMT       MAT/DEBT  RTGS           MGRS                 PRICED *AbbVie           $500 mln   3-yr frn Baa1/A/NA      BARC/BAML/,topStory
RBS,Royal Bank Scotland plc (The),20121109,Forward Calendar - U.S. corporate bond new issues ,Nov 8 The following are lists of upcoming high-grade and high-yield corporate bond offerings in the United States. The information was gathered from Thomson Reuters U.S. new issues team  and other market sources:   *Denotes 144a private placement debt offering.  HIGH-GRADE BOND SALES EXPECTED FOR WEEK OF 11/5/2012                             COMPANY           AMT       MAT/DEBT  RTGS           MGRS                 PRICED *AbbVie           $500 mln   3-yr frn Baa1/A/NA      BARC/BAML/,normal
RBS,Royal Bank Scotland plc (The),20121109,Bank chiefs to appear before UK standards inquiry ,LONDON The bosses of two of the lenders who will be most affected by changes to rules governing British banks will appear before Parliament's ongoing investigation into standards next week.,normal
RBS,Royal Bank Scotland plc (The),20121109,Bank chiefs to appear before UK standards inquiry ,LONDON  Nov 9 The bosses of two of the lenders who will be most affected by changes to rules governing British banks will appear before Parliament's ongoing investigation into standards next week.,normal
RBS,Royal Bank Scotland plc (The),20121109,New Issue- Lanxess prices 500 mln euro 2022 bond ,Lead Manager(s)         BayernLB  Commerzbank  RBS & Unicredit,normal
SAP,SAP SE,20121109,Chemicals producer Avantor sues IBM over software project ,Nov 9 Avantor Performance Materials has filed a lawsuit against IBM for fraud and breach of contract over the implementation of a software project that resulted in a "disaster" for the chemicals manufacturer.,topStory
SNE,Sony Corp Ord,20121109,Moody's cuts Sony rating to one notch above junk ,TOKYO Sony Corp's long-term debt rating was lowered one notch by Moody's Investor Service to the lowest investment grade level because of shrinking demand for its consumer electronics.,topStory
SNE,Sony Corp Ord,20121109,Moody's cuts Sony rating to one notch above junk ,TOKYO  Nov 9 Sony Corp's long-term debt rating was lowered one notch by Moody's Investor Service to the lowest investment grade level because of shrinking demand for its consumer electronics.,normal
SNE,Sony Corp Ord,20121109,BRIEF-Moody's cuts Sony to Baa3;outlook negative ,* Moody's downgrades the issuer and long-term senior unsecured bond ratings of Sony Corporation to Baa3 from Baa2. At the same time  Moody's also downgraded the short-term ratings of Sony and its supported subsidiary  Sony Global Treasury Services Plc.  to Prime-3 from Prime-2.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20121109,TSMC Oct sales at record high; up 32.3 pct on year ,TAIPEI  Nov 9 TSMC  the world's biggest contract chip maker  said on Friday that sales in October rose 32.3 percent from a year earlier to a record high.,topStory
TI,Telecom Italia SPA,20121109,UPDATE 2-Debt target points Telecom Italia toward asset sales  cost cuts ,* Nine-month EBITDA falls 3 percent  matching expectations,topStory
TI,Telecom Italia SPA,20121109,Telecom Italia sees decision on network spin-off in December ,MILAN  Nov 9 Telecom Italia Chairman Franco Bernabe said on Friday a decision on the timing of a possible spin-off of its fixed-line network will be taken at a board meeting in December.,normal
TI,Telecom Italia SPA,20121109,Telecom Italia confirms targets after 9-mth core profit fall ,MILAN  Nov 9 Italy's biggest telecoms operator Telecom Italia stuck to its targets on Friday after posting a 3 percent drop in core profits  as Italian consumers and businesses cut spending in the recession.,normal
TU,TELUS Corporation,20121109,Telus profit lifted by wireless; dividend raised ,Telus Corp reported a stronger third-quarter profit on Friday  as increased smartphone adoption boosted earnings from its wireless business and spurred the Canadian telecom company to raise its quarterly dividend.,topStory
TU,TELUS Corporation,20121109,UPDATE 2-Telus profit lifted by wireless; dividend raised ,Nov 9 Telus Corp reported a stronger third-quarter profit on Friday  as increased smartphone adoption boosted earnings from its wireless business and spurred the Canadian telecom company to raise its quarterly dividend.,normal
TU,TELUS Corporation,20121109,Telus profit up on wireless growth ,Nov 9 Telus Corp  one of Canada's largest telecommunications providers  reported a higher third-quarter profit boosted by growth in its wireless business.,normal
TEVA,Teva Pharmaceutical Industries Limited,20121109,Teva's seasonal allergy drug found effective in children ,Nov 9 Teva Pharmaceuticals Industries Ltd   said its seasonal allergic rhinitis drug  already approved to treat adults  significantly improved the nasal condition of children in a late-stage trial  compared with a placebo.,topStory
BX,The Blackstone Group LP,20121109,Deutsche Telekom says Blackstone cuts stake in company ,FRANKFURT Blackstone Group  has cut its stake in Deutsche Telekom  by about a third in a move likely to have notched up a loss for the U.S. private equity group.,topStory
BX,The Blackstone Group LP,20121109,UPDATE 2-Deutsche Telekom says Blackstone cuts stake in company ,FRANKFURT  Nov 9 Blackstone Group has cut its stake in Deutsche Telekom by about a third in a move likely to have notched up a loss for the U.S. private equity group.,normal
BX,The Blackstone Group LP,20121109,REFILE-Deutsche Telekom - Blackstone stake in company fallen below 3 pct ,FRANKFURT  Nov 9 Deutsche Telekom  said on Friday shares of the Blackstone Group in the company have fallen below the three percent threshold on Nov. 6 and totaled 2.93 percent on that day.    (Reporting By Marilyn Gerlach),normal
TRI,Thomson Reuters Corp,20121109,Maya civilization's collapse linked to climate change: study ,WASHINGTON For a clue to the possible impact of climate change on modern society  a study suggests a look back at the end of classic Maya civilization  which disintegrated into famine  war and collapse as a long-term wet weather pattern shifted to drought.,topStory
TRI,Thomson Reuters Corp,20121109,Generali says on course to hit 2012 operating profit target ,MILAN  Nov 9 Generali's third-quarter operating results rose by 43 percent in the third quarter boosted by growth in the life segment  putting Italy's biggest insurer on course to hit its target for this year.,normal
TM,Toyota Motor Corp Ltd Ord,20121109,Toyota  group companies to invest $727 mln in Indonesia ,TOKYO  Nov 9 Toyota Motor Corp and group companies are to invest about 7 trillion rupiah ($727 million) in Indonesia over the next five years  in addition to recently announced plans totalling 6 trillion.,topStory
TM,Toyota Motor Corp Ltd Ord,20121109,UPDATE 1-Mazda to produce Toyota vehicles at its Mexico plant ,TOKYO  Nov 9 Japan's Toyota Motor Corp  and Mazda Motor Corp said on Friday that Mazda will produce Toyota vehicles for the North American market at its new plant in Mexico.,normal
TM,Toyota Motor Corp Ltd Ord,20121109,Mazda to produce Toyota vehicles at its Mexico plant ,TOKYO  Nov 9 Japan's Toyota Motor Corp  and Mazda Motor Corp said on Friday that Mazda will produce Toyota vehicles for the North American market at its plant in Mexico.,normal
V,Visa Inc,20121109,UPDATE 3-US retail credit card fee settlement gets preliminary OK ,Nov 9 A U.S. judge on Friday granted preliminary approval to a proposed $7.2 billion settlement between merchants and Visa Inc and Mastercard Inc over credit card fees  despite objections from hundreds of retailers  including Wal-Mart Stores Inc.,topStory
V,Visa Inc,20121109,BRIEF-US judge grants preliminary approval to merchants' $7.2 billion card fee settlement with Visa  MasterCard ,NEW YORK  Nov 9 :  * US judge grants preliminary approval to merchants' $7.2 billion card fee,normal
WMT,Wal-Mart Stores Inc,20121109,Consumer sentiment at five-year high; inventories jump ,NEW YORK An increasingly upbeat view of the economy and jobs market drove U.S. consumer sentiment to a more than five-year high in early November  while a jump in wholesale inventories suggested the economy grew more than initially estimated last quarter.,topStory
DIS,Walt Disney Company (The),20121109,BRIEF-Walt Disney down in premarket after Q4 results ,NEW YORK  Nov 9 Walt Disney Co :  * Down 5.6 percent to $47.24 in premarket after Q4 results,topStory
DIS,Walt Disney Company (The),20121109,Disney profit meets expectations  lifted by parks  ESPN ,LOS ANGELES Media giant Walt Disney Co  posted higher quarterly profit on Thursday  lifted by an increase in visitors to its theme parks and revenue gains at sports juggernaut ESPN.,normal
DIS,Walt Disney Company (The),20121109,UPDATE 3-Disney profit meets expectations  lifted by parks  ESPN ,LOS ANGELES  Nov 8 Media giant Walt Disney Co  posted higher quarterly profit on Thursday  lifted by an increase in visitors to its theme parks and revenue gains at sports juggernaut ESPN.,normal
WU,Western Union Company (The),20121109,TEXT - S&P cuts Western Union Co rating to 'BBB+' ,Overview      -- The global market for money transfer is becoming increasingly  competitive  forcing Western Union Co. to cut prices to retain or grow its current market share.       -- At the same time  the company announced a 25% increase in dividends  and board authorization for $550 million of additional share repurchases.  Given our expectation for lower earnings over the coming year  we view this  decision as a sign that management is becoming increasingly aggressive with  its liquidity po,topStory
